country,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Norway,86.43000031,86.59999847,86.80000305,86.75,86.56999969,87.05999756,87.69000244,87.91000366,88.23000336,88.55000305,89.06999969,89.05999756,89.87000275,90.33000183,90.56999969,90.58999634,87.65000153,91.69000244,91.93000031,91.61000061,91.55000305,91.48999786,91.37000275,91.69999695,91.81999969
Nepal,,,,,,,,9.670000076,,13.27999973,,,,,,,8.979999542,,,,,,,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,79.5,78.59999847,78.48999786,79.04000092,79.77999878,81.05999756,80.69000244,80.83999634,81.48000336,81.94000244,82.66999817,83.31999969,83.19000244,84.23000336,84.08000183,84.56999969,84.30999756,85.37000275,85.48000336,85.66999817,85.95999908,86.13999939,85.91000366,85.48000336,86.66000366
OECD members,74.80094313,75.99556663,75.61594058,76.09130548,76.33667327,77.46160068,78.0637966,78.46171875,78.71011791,79.31146698,80.06090692,80.89107071,81.51792565,82.19487983,82.62009568,82.91339325,83.33072054,84.43767209,84.55966296,79.91709354,84.65392994,84.7905484,84.94731998,85.00513475,
Oman,,86.12999725,,,87.98000336,,,,80.33999634,,,,,,,,,,93.16999817,,,,,,
Other small states,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,15.81999969,18.45000076,16.65999985,21.93000031,21.90999985,23.11000061,20.85000038,20.84000015,18.12000084,18.12000084,19.79999924,19.80999947,17.64999962,17.63999939,16.19000053,15,12.86999989,,,,,,,,
Panama,86.01000214,85.98000336,86.36000061,85.59999847,85.30000305,86.38999939,87.48999786,87.73000336,89.19000244,87.88999939,87.62000275,87.66000366,88.16000366,86.55000305,86.72000122,86.94000244,86.70999908,81.76000214,82.61000061,83.44999695,82.72000122,81.94999695,81.27999878,,81.97000122
Peru,86.86000061,84.62999725,85.30999756,,84.25,83.12999725,85.90000153,85.56999969,84.62999725,83.76000214,88.97000122,88.58999634,87.38999939,86.33000183,86.30000305,85.86000061,85.23999786,65.48000336,66.59999847,67.30000305,68.31999969,67.98999786,,67.73000336,
Philippines,54.49000168,54.11999893,55.97000122,55.63999939,57.18000031,58.88000107,61.18000031,60,62.83000183,62.79999924,63.40000153,63.70000076,64.70999908,64.31999969,64.84999847,65.66000366,66.33999634,67.55999756,68.33000183,68.33999634,68.94000244,,69.51000214,71.01000214,
Palau,,,,95.30000305,,,,,94.37999725,,,,,,,,,,,,,,,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,,,54.58000183,56.47999954,57.68000031,,,,62.75,61.99000168,63.65999985,65.55999756,65.69999695,66.19000244,67.47000122,67.93000031,68.20999908,69.94000244,71.16999817,71.26000214,72.18000031,72.94000244,73.16999817,72.98000336,
Pre-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,80.25,80.29000092,81.40000153,81.77999878,83.26000214,84.26999664,85.73999786,85.12000275,84.95999908,86.09999847,88.65000153,87.80999756,88.63999939,88.61000061,88.34999847,89.36000061,89.63999939,,,,,,,,
"Korea, Dem. People’s Rep.",,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,62.86000061,63.41999817,63.08000183,64.58999634,64.51000214,64.45999908,60.36999893,62.45000076,63.36000061,63.25,64.97000122,65.27999878,67.66000366,68.43000031,68.79000092,69.5,71.31999969,72.30000305,73.13999939,75.41999817,76.27999878,77.37000275,78.70999908,79.37000275,75.11000061
Paraguay,80.44000244,85.83999634,86.55000305,,87.08000183,,,,,,,,,,,67.62999725,71.11000061,68,72.26000214,70.81999969,68.73000336,75.38999939,74.33000183,75.76999664,
West Bank and Gaza,,,,,55.09000015,55.56000137,54.02000046,54.36999893,54.13000107,63.56999969,61.45999908,58.45000076,58.00999832,59.06000137,56.93999863,54.31999969,61.18000031,,,,67.37999725,68.73000336,,75.19999695,
Pacific island small states,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,76.66386637,77.78787273,78.32646686,78.78544198,79.14087994,79.58273713,80.16019876,80.72072284,81.04981108,81.77931607,82.46044706,83.06043459,83.63682218,84.23316951,84.5406766,84.80872627,85.29529812,84.89498616,85.40347346,80.41709332,85.61049794,85.80203503,86.13393764,86.28972743,
French Polynesia,,,,,,,,,,,86.45999908,,,,,,,,,,,,,,
Qatar,,,,,,97.98999786,,,,96.19999695,,,96.84999847,,96.09999847,94.90000153,,,,95.86000061,95.63999939,95.09999847,,94.27999878,
Romania,32.52999878,31,32.47000122,29.5,32.06000137,31.72999954,32.04999924,31.67000008,31.69000053,31.69000053,35.5,36.34000015,40.95999908,42.16999817,43.25999832,44.33000183,45.77000046,47.34999847,47.75999832,49.06000137,49.02000046,49.59999847,50.04999924,54.43000031,
Russian Federation,,,,,,68.88999939,69.91999817,66.01999664,66.52999878,67.90000153,68.44000244,69.41999817,70.44000244,70.75,71.56999969,72.87999725,74.18000031,75.69000244,76.5,77.08999634,77.40000153,77.59999847,78.22000122,78.73000336,
Rwanda,,,,,,,,,,,6.260000229,,,,,,,,,,11.52000046,,,,
South Asia,,,,,,,,,,,,,,15.63178168,,,,,18.10265404,,,,,,
Saudi Arabia,,,,,,,,97.37999725,96.06999969,97.65000153,98.15000153,,,,98.55000305,98.18000031,98.66000366,98.37999725,,,98.31999969,97.88999939,98.05000305,97.87999725,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,,,,,,,,,,,,,,,42.34999847,,,,,23.27000046,,,,,
Singapore,67.81999969,69.58000183,71.37000275,74.84999847,73.83999634,73.04000092,74.41999817,74.80999756,78.76000214,78.76000214,79.18000031,79.29000092,80.30999756,,82.43000031,81.98000336,82.58000183,,,85.33000183,85.16999817,85.12999725,87.37999725,87.52999878,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,26.43000031,,,,,,,,,,,,
El Salvador,62.68999863,,65.54000092,66.40000153,67.91999817,72.15000153,68.51999664,70.94999695,71.88999939,73.76999664,73.70999908,74.22000122,74.95999908,75.08999634,76.20999908,75.80000305,,76.80999756,76.15000153,,76.58999634,77.97000122,,,
San Marino,68.88999939,69.80999756,,68.45999908,69.80000305,70.22000122,71.31999969,71.94000244,,75.34999847,75.83000183,75.19000244,75.55000305,76.30999756,76.37999725,77.68000031,78.55999756,80.23999786,81.05999756,,,,,82.22000122,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,57.25999832,59.16999817,62.13999939,60.90000153,57.93000031,61.31999969,62.99000168,64.19999695,64.06999969,63.11000061,64.34999847,66.80000305,
Sub-Saharan Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,76.90000153,76.90000153,76.90000153,73.83999634,,,,,,,,,,
Suriname,87.12999725,88.38999939,88.62000275,88.45999908,91.58999634,89.94000244,85.51000214,96.55999756,,,,,82.19000244,,,,,,,,,91.02999878,,,
Slovak Republic,,,63.77999878,65.02999878,65.16000366,66.26999664,67.43000031,69.09999847,70.16999817,71.41999817,69.45999908,70.55999756,70.69000244,71.97000122,72.75,73.44999695,73.40000153,75.77999878,77.15000153,77.25,77.44999695,79.12999725,78.40000153,77.94999695,
Slovenia,,53.91999817,54.90999985,55.25999832,57.97999954,56.91999817,57.59000015,61.16999817,61.68999863,60.77999878,61.25,65.22000122,64.27999878,65.30000305,66.77999878,66.02999878,68.66000366,68.94999695,70.69000244,73.27999878,73.41000366,73.16000366,72.04000092,73.77999878,
Sweden,85.76999664,86.26999664,86.70999908,86.55000305,86.19999695,86.55999756,85.83000183,86.91999817,87.05999756,87.5,88.33999634,88.94999695,89.23999786,89.41999817,89.48999786,89.69999695,90.47000122,91.05000305,91.19999695,91.13999939,90.81999969,90.75,91.34999847,91.43000031,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,88.44999695,,,,90.26999664,
Syrian Arab Republic,,34.50999832,53.11000061,,,60.58000183,,40.04000092,30.84000015,38.81000137,35.11999893,42.79999924,,,64.36000061,65.91000366,,,,78.19999695,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,56.76392902,57.31090285,58.62856367,59.95266381,60.76134839,62.35408378,63.69181812,64.98416525,66.1352455,66.29994116,67.58060081,67.84270793,68.25962938,68.69051479,70.04100986,71.02988979,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,24.54999924,27.30999947,27.54000092,29.42000008,30.87999916,31.67000008,34.13000107,36.09000015,35.16999817,37.93000031,37.02000046,38.68000031,40.45000076,40.5,40.34000015,40.66999817,41.40999985,44.65999985,45.68000031,44.02000046,42.09999847,42.84000015,47.09999847,49.22000122,
Tajikistan,,,,,,,,,,,,,19.71999931,,,,,25.85000038,,,,,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),71.81638476,72.11216016,,73.26516332,75.06564205,74.5297813,75.70100666,74.4947668,77.3285649,76.21381633,75.66806398,76.00993165,75.79203289,75.65389098,75.55791108,76.1141345,,76.96592971,,77.45368512,78.26850327,78.28559298,79.07342625,,
Timor-Leste,,,,,,,,,,,,,,,,,,,40.50999832,,,,,,
Middle East & North Africa (IDA & IBRD countries),,,,,,,,,,,,,,,40.17973216,41.09856798,41.17080074,,,,,,,,
Tonga,,,,,,,,,,,,39.95999908,,,,,,,,,,,,,
South Asia (IDA & IBRD),,,,,,,,,,,,,,15.63178168,,,,,18.10265404,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,80.18000031,80.59999847,80.45999908,82.33999634,82.68000031,83.48000336,83.43000031,84.09999847,83.66999817,83.83999634,83.68000031,84.51999664,82.56999969,82.02999878,82.08000183,83.12999725,82.02999878,,,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,16.73999977,19.57999992,18.21999931,18.97999954,18.36000061,20.98999977,21.75,21.52000046,26.36000061,24.55999947,26.27000046,28.09000015,28.72999954,33.33000183,39.93000031,41.13000107,42.22000122,46.79999924,44.77000046,45.41999817,47.86999893,48.97999954,49.99000168,52.70000076,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,,,,,,,,,,14.81999969,,,,,19.23999977,,,,,,,,26.03000069,,
Uganda,,,,,,,,,,,,19.04000092,,,,,,17.85000038,,,,19.30999947,,,
Ukraine,,,,,,,,,,,,,,,,,,64.48000336,64.33000183,64.83999634,65.36000061,66.54000092,72.48999786,73.01999664,
Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,78.38999939,79.19000244,80.51999664,81.73999786,,,84.41999817,84.86000061,85.44999695,84.91000366,86.48999786,86.16000366,85.55999756,85.66000366,82.25,82.51000214,,84.08999634,82.83999634,83.16999817,,85.34999847,85.55999756,85.73000336,
United States,85.48000336,86.18000031,85.87000275,86.01999664,86.02999878,86.15000153,86.37000275,86.72000122,86.98000336,87.83000183,88.72000122,89.01000214,89.31999969,89.61000061,89.76000214,89.88999939,90.30000305,91.22000122,91.37000275,91.05000305,91,91.05999756,90.87000275,90.83999634,90.94999695
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",82.19999695,83.01000214,83.30999756,84.18000031,85.19999695,84.87000275,85.16999817,85.27999878,85.56999969,86.12999725,86.22000122,85.98000336,85.47000122,86.01000214,86.44999695,86.01000214,86.76000214,80.23999786,81.04000092,81.66000366,82.26999664,,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,20.73999977,23.54000092,25.21999931,24.65999985,23.57999992,23.85000038,25.12999916,25.30999947,26.27000046,,,,,,,,33.72000122,34.24000168,34.34999847,35.40000153,
Vanuatu,,,,,,,,,,,,,,,,,,33.29999924,,,,,,,
World,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,51.22999954,,,,,50.25,,,,,,88.94999695,,88.94999695,,
Kosovo,,,,,,,,,,,,,,,,,,,,,84.68000031,,89.19000244,90.55999756,
"Yemen, Rep.",,,,,,,,9.260000229,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,71.06999969,78.34999847,75.16000366,78.62999725,77.80999756,80.16000366,78.37999725,79.66000366,82.40000153,83.13999939,83.06999969,82.43000031,82.75,84.06999969,71.80999756,83.98000336,
Zambia,,,,,,,,,18.42000008,,,,,,,,,,,,,,,,
Zimbabwe,,,,,,,,25.87000084,,,,,13.21000004,,,,,,,25.21999931,,,26.13999939,,
