country,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
CzechRepublic,1.079650044,1.050199986,1.009469986,1.020920038,1.021430016,1.021309972,1.028149962,1.023030043,1.010560036,1.017130017,1.014099956,1.012349963,1.005249977,1.007060051,1.008659959,1.00680995,1.006109953,1.006250024,1.002150059,0.999100029,1.000869989,1.004760027,1.003029943,1.007339954
Germany,0.987749994,0.97457999,0.978630006,0.979780018,0.981159985,0.984399974,0.983860016,0.986240029,0.989310026,0.989589989,0.987200022,0.983720005,0.98269999,0.981389999,0.978160024,0.979939997,0.978439987,0.961480021,0.963140011,0.962650001,0.96055001,0.960709989,0.959240019,0.958230019
Djibouti,0.714749992,0.776849985,0.766709983,0.75545001,0.746789992,0.737990022,,0.717859983,0.714119971,0.71142,0.720130026,,0.758409977,0.762250006,0.764509976,0.800909996,0.806640029,0.82407999,,0.859309971,0.838209987,0.827369988,0.842490017,0.846459985
Dominica,,,,,,,,1.127830029,1.056660056,1.042590022,1.049020052,1.056789994,1.036919951,1.035079956,1.024369955,1.019899964,1.003149986,1.03591001,1.029719949,1.026360035,,,,0.982050002
Denmark,1.008900046,1.013530016,1.01473999,1.017169952,1.013229966,,1.023229957,1.028970003,1.023779988,1.027029991,1.026370049,,1.024230003,1.018710017,1.017959952,1.016970038,1.018190026,1.012599945,1.00593996,1.005499959,1.000550032,1.005779982,1.012629986,1.013730049
DominicanRepublic,,,,,,,1.043460011,1.047420025,1.040120006,,1.070989966,,1.026790023,1.036970019,,1.036190033,1.029690027,0.965550005,0.973500013,0.990239978,0.987999976,0.989600003,0.986989975,0.986819983
Algeria,0.842620015,0.854409993,0.870280027,0.883530021,0.895169973,0.918370008,,0.948939979,0.964150012,0.97378999,0.979889989,0.990289986,0.995519996,0.998820007,1.000650048,1.000319958,0.984749973,0.976880014,0.990629971,0.990960002,,,,
EastAsia&Pacific(excludinghighincome),0.903410017,0.905939996,0.922169983,0.92997998,0.938269973,0.945349991,0.952799976,0.962530017,0.967949986,0.972130001,0.971780002,0.973689973,0.980910003,0.985109985,0.988839984,0.989199996,0.992039979,0.994790018,0.991050005,0.993650019,0.995079994,0.995840013,0.999130011,
Early-demographicdividend,0.808279991,0.818199992,0.826210022,0.82950002,0.833220005,0.845260024,0.854200006,0.866190016,0.872080028,0.879939973,0.890649974,0.927779973,0.930199981,0.937640011,0.944580019,0.952809989,0.965789974,0.977370024,0.982299984,0.987529993,0.989380002,1.015310049,1.015840054,
EastAsia&Pacific,0.914210021,0.916429996,0.93058002,0.937659979,0.944999993,0.951319993,0.957790017,0.966239989,0.971149981,0.974870026,0.974359989,0.976010025,0.982349992,0.986180007,0.989780009,0.990100026,0.992720008,0.995100021,0.991540015,0.993900001,0.995209992,0.995760024,0.99879998,
Europe&CentralAsia(excludinghighincome),0.969669998,0.969669998,0.971279979,0.969479978,0.969699979,0.970459998,0.965529978,0.961589992,0.963129997,0.958000004,0.956399977,0.95581001,0.95994997,0.961960018,0.966589987,0.968569994,0.972710013,0.979420006,0.978250027,0.97785002,0.982689977,0.985509992,0.986150026,
Europe&CentralAsia,0.990909994,0.98882997,0.986869991,0.986079991,0.986930013,0.98654002,0.984459996,0.982819974,0.983250022,0.981339991,0.979330003,0.979480028,0.980639994,0.980669975,0.9824,0.98299998,0.984350026,0.985769987,0.984640002,0.984300017,0.986060023,0.992550015,0.992699981,
Ecuador,,0.995949984,,,1.007640004,,1.009879947,1.007200003,1.001510024,1.00612998,1.000890017,1.003929973,0.998329997,1.000509977,1.001449943,1.002099991,,,1.022539973,1.017369986,1.019260049,1.024250031,1.020619988,1.019840002
"Egypt,ArabRep.",0.855549991,0.862800002,0.851010025,0.885760009,0.811249971,0.876820028,,0.923099995,0.93283999,0.941929996,,0.950519979,0.957449973,,,,,0.975910008,0.971159995,0.968930006,0.98526001,0.985549986,0.995630026,
Euroarea,1.009570003,1.009299994,1.002390027,1.001209974,1.003129959,1.001399994,0.999930024,1.000470042,0.999759972,1.001530051,0.998340011,0.998449981,0.996230006,0.994430006,0.992810011,0.992699981,0.991829991,0.987749994,0.98714,0.986320019,0.985339999,0.990750015,0.990649998,
Eritrea,,0.820940018,0.787609994,0.786660016,0.797900021,0.799650013,,0.792289972,0.788940012,0.794529974,0.759050012,0.763499975,0.722370028,0.732909977,0.735889971,0.79418999,0.788450003,0.789349973,0.816020012,0.820070028,0.823620021,0.940519989,0.839579999,0.858690023
Spain,1.045189977,1.047989964,1.049399972,1.050680041,1.054870009,1.031080008,1.03550005,1.034719944,1.033869982,1.031280041,1.03421998,1.028259993,1.031690001,1.02936995,1.027959943,1.03015995,1.027879953,1.021299958,1.00988996,1.003229976,1.001629949,1.007439971,1.007320046,1.004160047
Estonia,1.024999976,1.022160053,1.050430059,1.044100046,1.037009954,,1.016559958,1.018630028,1.023280025,1.017950058,1.017670035,1.023450017,1.017040014,1.010280013,1.014479995,1.014529943,1.012889981,1.005210042,0.993719995,0.991460025,0.99289,0.992919981,0.99454999,0.997739971
Ethiopia,0.758979976,0.744809985,0.675199986,0.635999978,0.605130017,,,0.622879982,0.657199979,0.6875,0.697799981,0.699959993,0.735090017,0.782570004,0.813899994,0.835879982,0.862230003,0.891669989,0.900730014,0.911570013,0.921909988,,,0.92039001
EuropeanUnion,1.010840058,1.006999969,1.002850056,1.003319979,1.004600048,1.002779961,1.003399968,1.00387001,1.003100038,1.004089952,1.001729965,1.002329946,1.000630021,0.998179972,0.996930003,0.995769978,0.994340003,0.991259992,0.989639997,0.98913002,0.988390028,0.99770999,0.997810006,
Fragileandconflictaffectedsituations,0.780330002,0.779990017,0.773949981,0.775860012,0.772589982,0.77135998,0.772189975,0.78441,0.788240016,0.782350004,0.785600007,0.798009992,0.782620013,0.807389975,0.812340021,0.817040026,0.824660003,0.830770016,0.838930011,0.845210016,0.850950003,0.855090022,0.855379999,
Finland,1.105900049,1.091480017,1.085909963,1.077710032,1.092010021,1.073729992,1.051679969,1.047440052,1.048210025,1.054290056,1.056329966,1.052440047,1.020040035,1.019950032,1.020580053,1.021870017,1.021929979,1.023259997,1.02244997,1.021420002,1.022330046,1.054360032,1.055950046,1.055570006
Fiji,0.998260021,,,,,,1.026000023,1.043089986,1.031119943,1.027830005,1.038480043,1.030730009,1.022799969,,1.039129972,1.04437995,1.031149983,1.03689003,,1.040089965,1.055840015,,,
France,1.021679997,1.017719984,0.990559995,0.987269998,0.989250004,0.990830004,0.991469979,0.99296999,0.994799972,0.997150004,0.997850001,1.00019002,0.998549998,0.996119976,0.994819999,0.994830012,0.994319975,0.995580018,0.998619974,1.001119971,1.00048995,1.001929998,1.003149986,
FaroeIslands,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia,Fed.Sts.",,,,,,,,,,,,,1.018599987,1.022089958,,,,,,,,,,
Gabon,,,0.976729989,0.959389985,0.975260019,0.967190027,,0.970290005,,,,,,,,,,,,,,,,
UnitedKingdom,1.018210053,,,,,,1.002410054,1.00375998,1.005499959,1.004999995,1.008159995,1.019299984,1.015840054,1.015990019,1.018589973,1.012060046,1.005609989,1.001809955,0.99563998,0.999360025,0.997529984,1.023689985,1.021919966,
Georgia,0.966740012,0.958530009,0.935360014,0.939530015,0.981959999,0.973429978,,0.984860003,0.984730005,1.000169992,0.991909981,0.977500021,0.970780015,0.967909992,1.003530025,,0.967589974,,,,,0.996299982,1.00522995,1.012050033
Ghana,,,,0.839940012,,,,0.885969996,0.897000015,0.910210013,0.911430001,0.913160026,0.902440012,0.915099978,0.934159994,0.943239987,0.946519971,0.944679976,,0.957130015,0.960950017,0.965189993,0.977119982,0.981530011
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,0.434289992,0.451200008,,0.487760007,,,0.56190002,,0.624880016,0.647669971,0.677110016,0.688419998,0.711950004,0.730929971,,0.757160008,,,0.782440007,,,0.789080024,
