country,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Kenya,68.73200226,68.00800323,67.29599762,66.59600067,65.86000061,65.1190033,64.38200378,63.6570015,62.95299911,62.27000046,61.59899902,60.95999908,60.3769989,59.86000061,60.05500031,60.25699997,60.61100006,60.88899994,61.03900146,61.26300049,61.51300049,61.72100067,61.91999817,62.10599899,62.26499939
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea,Dem.People’sRep.",77.62799835,77.38999939,77.11399841,76.80799866,76.56700134,76.29499817,76.02899933,75.7460022,75.47899628,75.23400116,75.01000214,74.81400299,74.64800262,74.49199677,74.36199951,74.23999786,74.12000275,74.0059967,73.90499878,73.80500031,73.71199799,73.6309967,73.57499695,73.56600189,73.58100128
"Korea,Rep.",47.02299881,47.02700043,47.8370018,48.47900009,49.11999893,50.10200119,47.37400055,47.85699844,48.85100174,49.27099991,49.63999939,48.64799881,49.40100098,49.51800156,49.82300186,49.95199966,49.79399872,48.9679985,49.29899979,49.52500153,49.84899902,50.10200119,50,50.01499939,50.07400131
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,36.99599838,38.34000015,39.80199814,41.375,41.61199951,41.90599823,42.33200073,42.94200134,43.73600006,44.04499817,44.55400085,45.27000046,45.24700165,45.03300095,44.81499863,44.7120018,44.88800049,46.05099869,46.94200134,47.03499985,47.2879982,47.84600067,48.27500153,48.39199829,48.06999969
KyrgyzRepublic,58.07799911,57.97000122,57.86800003,57.75299835,57.54499817,57.29499817,56.99300003,56.63199997,56.21699905,55.77799988,55.29800034,54.40200043,53.61999893,54.13899994,54.50799942,53.84199905,53.18299866,52.52700043,52.22499847,52.82600021,51.77999878,49.23799896,49.22900009,49.40200043,49.56200027
LaoPDR,80.00700378,80.03900146,80.01599884,80.01200104,79.93399811,79.84899902,79.82900238,79.70600128,79.60700226,79.4960022,79.36499786,79.21700287,79.05599976,78.87200165,78.65000153,78.46199799,78.27100372,78.10900116,77.93699646,77.82700348,77.7519989,77.68099976,77.64600372,77.72299957,77.81099701
Latvia,58.97700119,57.09199905,55.13399887,53.10400009,51.06700134,51.92599869,51.52600098,49.7159996,48.94499969,50.19599915,51.7820015,51.07099915,50.66699982,50.94499969,52.34000015,53.77600098,55.13999939,54.84600067,53.75999832,53.18500137,54.31399918,54.33800125,54.22999954,54.37400055,54.47700119
Lebanon,18.29100037,18.5359993,18.78100014,19.05400085,19.22900009,19.45499992,19.73800087,20.03499985,20.30200005,20.03499985,19.87700081,19.82299995,19.90500069,20.28199959,20.74300003,21.25099945,21.49699974,21.75099945,22.01300049,22.33699989,22.64999962,22.94799995,23.22599983,23.4640007,23.6420002
Lesotho,68.35199738,68.55200195,68.66600037,68.8690033,68.85800171,68.83699799,68.87599945,68.97000122,67.82800293,66.61799622,65.40000153,64.18900299,62.99499893,61.82300186,60.6780014,59.58499908,58.55099869,58.57400131,58.58200073,58.67499924,58.73899841,58.81499863,59.06000137,59.24599838,59.44300079
Liberia,56.61999893,56.94599915,57.18999863,57.4640007,57.62900162,57.8409996,58.10599899,58.24599838,58.39300156,58.37200165,58.5340004,58.54600143,58.60300064,58.53499985,58.36500168,58.12200165,58.03499985,58.09600067,58.0929985,58.01900101,57.91199875,57.77899933,57.95000076,57.95299911,57.94400024
Libya,19.70199966,20.36700058,21.11599922,21.65699959,22.50200081,23.22400093,23.89699936,24.58499908,25.34799957,25.89800072,26.52899933,27.37800026,28.02899933,28.64800072,29.03800011,29.32099915,29.48800087,29.60199928,29.76099968,27.58200073,28.97500038,28.55400085,27.87100029,27.83300018,27.83200073
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,57.83399963,57.05500031,56.26800156,55.4640007,54.63700104,53.7840004,53.39500046,55.0870018,54.82500076,53.1780014,52.18999863,54.94200134,51.52700043,50.5340004,50.29600143,50.46099854,50.68899918,52.20999908,52.58399963,52.98600006,53.4640007,53.09000015,54.10800171,53.9109993,54.00899887
Luxembourg,38.12400055,36.95199966,37.70800018,35.28099823,36.37099838,37.39799881,37.7120018,39.70700073,41.38299942,41.14799881,42.38899994,42.52899933,44.34500122,45.36700058,46.72100067,46.8219986,46.95500183,48.76800156,48.82400131,49.4109993,50.97399902,51.11399841,52.01100159,52.20199966,52.10200119
"MacaoSAR,China",46.31600189,46.71699905,47.45100021,48.52199936,55.79800034,55.29000092,55.32300186,55.50699997,55.70600128,57.54899979,56.9679985,55.41199875,56.95800018,58.98799896,60.50299835,63.66999817,64.63999939,65.54199982,65.47799683,66.23400116,65.53500366,65.98799896,66.27100372,66.16200256,65.92900085
"Macedonia,FYR",43.35599899,43.54000092,43.49100113,43.42300034,43.27099991,42.62400055,41.99300003,41.38600159,41.67200089,41.9980011,42.31499863,43.06000137,40.71099854,42.62799835,42.38299942,43.37799835,43.02899933,42.84600067,43.14500046,43.69599915,43.13899994,44.42499924,43.8769989,43.88999939,43.90100098
Madagascar,83.8259964,83.83599854,83.89700317,83.96199799,84.03299713,84.10900116,84.18399811,84.22699738,84.23600006,84.19100189,84.38899994,84.26000214,84.19200134,84.14800262,84.89299774,85.57499695,86.18800354,86.72000122,87.16100311,85.68299866,83.95700073,83.91799927,83.87799835,83.84999847,83.82700348
Malawi,75.71099854,75.66200256,75.61199951,75.56300354,75.58399963,75.60800171,75.62599945,76.13200378,76.60199738,77.05200195,77.47200012,77.87799835,78.27300262,78.65100098,81.26300049,82.63400269,84.90899658,84.27300262,83.60299683,82.91200256,82.12400055,81.13899994,81.1969986,81.20800018,81.23500061
Malaysia,42.9129982,42.82500076,42.73300171,42.63499832,42.5359993,42.43600082,42.32799911,42.62599945,44.56600189,44.45899963,44.37599945,44.31200027,44.25899887,44.20800018,44.07799911,43.97000122,43.29800034,43.87900162,43.7519989,45.23099899,46.58399963,49.16999817,49.20899963,49.26699829,49.31399918
Maldives,23.19199944,24.80500031,26.47699928,28.18400002,29.97299957,31.77700043,33.60800171,35.49399948,37.45500183,39.88000107,42.40299988,45.00799942,47.66999817,50.36399841,53.05500031,53.54299927,54.06399918,54.60800171,55.16699982,55.6269989,56.0890007,56.54000092,56.95999908,57.28900146,57.5719986
Mali,36.1609993,36.36899948,36.49300003,36.43899918,36.48600006,36.41600037,36.36600113,36.29100037,36.32699966,36.0870018,36.0909996,35.98300171,36.03499985,38.26100159,40.5530014,42.91699982,45.33800125,47.80199814,50.29299927,50.16899872,50.18099976,50.07600021,49.81999969,50.05699921,50.28900146
Malta,28.35199928,28.46699905,28.14299965,28.22299957,28.48500061,28.6970005,29.11499977,29.69799995,30.1989994,29.59199905,30.6609993,29.85199928,27.59000015,29.06900024,29.21500015,30.88699913,31.82799911,32.03099823,32.63399887,33.60300064,36.09899902,37.74000168,38.53099823,38.80799866,39.08800125
MarshallIslands,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,25.33699989,25.35499954,25.69199944,25.61599922,25.68499947,26.11000061,26.31599998,26.4090004,26.68600082,26.94099998,27.27899933,27.4659996,27.66200066,27.83699989,27.78000069,28.07900047,28.27199936,28.63500023,28.77599907,28.92200089,28.94799995,28.9810009,29.01399994,29.10099983,29.18700027
Mauritius,38.66199875,38.78099823,38.93500137,39.07899857,39.34799957,39.63600159,39.95800018,40.30799866,40.66500092,40.9980011,40.63000107,40.19499969,39.68600082,41.13700104,41.34199905,40.62200165,41.41699982,41.74499893,43.22900009,42.70800018,43.31800079,45.67100143,46.72299957,46.77600098,46.82600021
Mexico,34.93099976,35.88600159,36.49700165,37.65399933,37.58100128,39.64500046,39.3730011,38.54399872,38.89199829,38.20100021,38.93999863,38.47100067,40.68700027,41.03900146,42.14199829,42.80199814,43.44499969,42.71500015,43.81700134,43.25799942,45.05899811,44.92100143,45.29999924,45.38199997,45.4679985
"Micronesia,Fed.Sts.",,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,60.17699814,59.73799896,59.30400085,58.875,58.35300064,57.83100128,57.29999924,56.75999832,56.22200012,54.26100159,54.51900101,48.85499954,47.86299896,47.86500168,42.86700058,42.32400131,41.88199997,39.40999985,38.63000107,39.18099976,37.96900177,38.50299835,38.52199936,38.75799942,38.93899918
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,53.95299911,54.48600006,54.7859993,54.90999985,55.13999939,55.31499863,55.51300049,55.69499969,55.89599991,55.89199829,55.76399994,55.55099869,55.44300079,55.42599869,55.46699905,55.58100128,53.82099915,55.52000046,55.10200119,55.61399841,58.33300018,55.94900131,56.20100021,56.46699905,56.6590004
Montenegro,44.68799973,44.59899902,44.45999908,44.19400024,43.89500046,43.72999954,43.54299927,43.51900101,43.33599854,43.17900085,43.04199982,42.91799927,42.78099823,42.63499832,43.27000046,44.02799988,44.04800034,43.63399887,42.87400055,42.12900162,42.88700104,42.24599838,42.03699875,41.95199966,41.87599945
Morocco,27.24799919,27.33300018,27.79000092,27.90600014,28.50900078,28.8409996,29.48500061,29.9489994,28.79100037,25.16399956,24.59600067,26.91600037,28.08499908,27.64900017,27.04100037,26.97599983,26.42900085,25.40999985,25.65200043,25.79899979,25.04700089,25.08300018,25.20100021,25.33300018,25.45700073
Mozambique,85.98000336,86.23300171,86.4980011,86.76599884,86.85099792,86.8730011,87.16400146,87.38500214,87.54599762,87.63999939,87.68800354,87.69100189,87.3730011,86.99900055,86.56099701,86.06400299,85.51200104,84.90699768,84.25099945,83.54499817,82.78099823,82.68000031,82.56999969,82.45700073,82.34400177
Myanmar,73.57800293,73.64199829,73.69999695,73.75299835,73.8219986,73.88700104,73.9509964,74.08000183,74.26399994,74.48600006,74.73899841,75.0019989,75.24099731,75.43800354,75.63899994,75.77799988,75.83100128,75.81999969,75.75,75.6740036,75.58300018,75.47299957,75.33999634,75.1289978,74.91999817
Namibia,48.65100098,49.15999985,49.56100082,48.93600082,48.32400131,47.7820015,48.14500046,48.52000046,48.89400101,50.41500092,51.83599854,53.15599823,54.38100052,55.52399826,56.6590004,57.69900131,58.6629982,57.63600159,56.54499817,55.44599915,54.28499985,54.81200027,55.36999893,55.71300125,56.05400085
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,79.9940033,80.76300049,81.70200348,82.7519989,82.21299744,81.84300232,81.64299774,81.63300323,81.45700073,81.25,81.04199982,80.83200073,80.61799622,80.39700317,80.18099976,79.95600128,79.72399902,79.76399994,79.8010025,79.77500153,79.7460022,79.70899963,79.66000366,79.66200256,79.69499969
Netherlands,45.1969986,45.68799973,46.8030014,47.42900085,48.4659996,49.85300064,50.68999863,52.20899963,53.30500031,54.2859993,54.97999954,55.69599915,56.18700027,56.73799896,57.26300049,58.45100021,59.21699905,59.66600037,58.12400055,58.14899826,58.66199875,58.48500061,57.70999908,57.52999878,57.38999939
NewCaledonia,46.71300125,47.33599854,47.91400146,48.41899872,48.80799866,48.66699982,48.55599976,48.48400116,48.29499817,48.14300156,48.00299835,47.95100021,47.875,47.75099945,47.43500137,47.07699966,46.70500183,46.21500015,45.84899902,45.81200027,45.73899841,45.65200043,45.5870018,45.58000183,45.55500031
NewZealand,53.41500092,53.3370018,54.45500183,55.16799927,56.49599838,56.36999893,56.28099823,56.60300064,56.76100159,57.72900009,58.45399857,58.7480011,59.18999863,60.25299835,60.8030014,61.2480011,61.60400009,61.65499878,61.49599838,61.95399857,62.14599991,62.47000122,62.62599945,62.43899918,62.25600052
Nicaragua,34.38000107,34.06000137,33.74399948,33.43099976,34.37400055,35.33499908,36.31499863,37.31600189,38.3390007,39.38199997,40.44300079,41.52099991,42.61199951,43.71300125,44.83399963,45.44900131,45.96099854,46.29600143,46.78499985,47.34500122,47.88899994,48.40599823,48.86800003,49.1269989,49.37400055
Niger,26.91399956,28.18000031,29.4810009,30.81500053,32.1780014,33.5719986,34.99599838,36.4469986,37.92499924,39.42499924,39.36500168,39.31200027,39.26100159,39.20899963,39.32799911,39.44599915,39.56399918,39.68299866,39.80199814,39.88999939,39.97800064,40.06600189,40.15599823,40.22600174,40.29600143
Nigeria,40.07099915,40.61299896,41.16999817,41.74399948,42.32400131,42.91999817,43.53300095,44.16600037,44.81700134,45.47499847,46.14899826,46.83800125,47.5379982,47.59899902,47.65999985,47.72800064,47.79899979,47.87099838,47.94100189,48.04199982,48.14199829,48.24000168,48.33300018,48.4070015,48.47200012
NorthernMarianaIslands,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,54.7140007,54.77799988,55.16600037,56.07699966,57.61399841,58.79600143,59.66799927,59.97600174,60.24399948,60.38000107,60.87900162,60.49599838,60.44599915,60.31000137,60.43199921,61.56299973,62.79000092,62.1780014,61.41999817,61.52899933,61.61199951,61.375,61.2120018,61.1780014,61.12599945
Oman,18.17499924,18.68000031,19.21199989,19.65299988,20.14100075,20.5909996,21.24900055,22.10199928,22.76600075,23.11400032,23.70000076,24.44400024,24.9279995,25.42300034,25.93099976,26.40600014,26.65200043,27.22200012,27.59199905,27.91900063,28.38699913,28.95700073,29.54400063,30.04500008,30.11100006
Pakistan,13.8210001,14.18799973,14.56900024,12.50399971,13.60900021,14.83899975,15.17300034,15.52600002,16.0529995,15.95100021,16.08099937,16.9470005,17.86400032,19.32299995,20.87800026,21.09799957,21.54000092,22.81399918,23.85499954,24.17499924,24.11199951,24.06399918,24.06100082,24.31299973,24.56699944
Palau,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,39.75400162,40.4469986,41.40800095,42.79899979,43.25699997,43.70700073,44.70199966,44.44400024,45.08200073,45.70899963,46.31600189,46.86500168,47.125,47.94800186,46.62599945,47.51499939,48.65200043,49.57500076,48.95800018,46.28699875,48.8030014,50.31800079,50.54299927,50.52600098,50.52999878
PapuaNewGuinea,70.04299927,69.31900024,69.23000336,69.64900208,69.45500183,69.88800049,70.30799866,70.42099762,70.76899719,70.97599792,71.18299866,71.26699829,71.31300354,71.3030014,71.31700134,71.11399841,70.9260025,70.78199768,70.52400208,70.20999908,69.93299866,69.76599884,69.58599854,69.59899902,69.61699677
Paraguay,53.32799911,53.62400055,53.9640007,54.27299881,51.72900009,49.1629982,46.7159996,48.18299866,49.72200012,51.21699905,51.97700119,52.75600052,53.54199982,54.31700134,55.08000183,55.73799896,55.40200043,57.03900146,54.61899948,55.41699982,56.58599854,57.10100174,57.97200012,58.06600189,58.19100189
Peru,45.45000076,46.94400024,48.44599915,51.24599838,54.37900162,57.58300018,58.27700043,61.09999847,57.65100098,62.47000122,60.45500183,58.41199875,57.9469986,57.45500183,58.01599884,64.8239975,65.46900177,65.53299713,65.64299774,65.54499817,65.69799805,64.96600342,65.5,65.72899628,65.94300079
Philippines,48.03699875,47.98699951,47.73500061,49.49499893,49.1629982,49.29899979,49.77099991,50.35400009,48.74000168,52.73400116,51.70899963,51.16400146,50.22700119,49.84199905,48.73300171,48.37400055,48.75899887,49.25,50.23799896,50.83800125,50.50500107,50.41999817,50.4090004,50.52299881,50.63600159
Poland,53.68899918,53.17699814,52.42200089,51.14300156,50.55199814,49.82400131,49.48699951,48.72800064,49.13800049,49.03499985,48.125,47.8219986,47.56600189,47.46699905,46.56999969,46.32899857,46.72700119,47.38899994,48.28499985,48.39500046,48.79899979,48.82600021,49.20899963,49.14300156,49.10100174
Portugal,48.70999908,49.05099869,49.47900009,49.31100082,50.04100037,51.16899872,51.69499969,51.9980011,52.80500031,53.5359993,54.11899948,54.55400085,54.54000092,55.4070015,55.67499924,56.05799866,55.84600067,55.60400009,55.78300095,54.58399963,54.64500046,54.08499908,53.74200058,53.57899857,53.46099854
PuertoRico,31.55900002,33.70000076,33.42699814,33.17699814,33.79999924,34.85800171,34.79600143,36.34999847,34.78099823,35.68099976,36.58100128,37.27299881,36.77399826,38.08800125,38.7859993,37.57699966,36.96699905,37.51800156,35.09700012,34.4620018,34.13999939,34.08000183,34.18399811,34.24700165,34.33200073
Qatar,41.7859993,42.06600189,42.02000046,41.88100052,40.99499893,39.45899963,38.89899826,38.85800171,38.72700119,40.27000046,41.45299911,42.60400009,42.74499893,43.45100021,46.25500107,48.91999817,48.99000168,49.25,51.54100037,53.16600037,51.0909996,53.73600006,53.33200073,53.65000153,53.30400085
Romania,52.15599823,53.82600021,55.83800125,58.18899918,56.82799911,59.54199982,58.44300079,58.50299835,57.86800003,56.61100006,50.61199951,49.74399948,49.12400055,47.35300064,48.3390007,48.10400009,47.52500153,47.20399857,47.28300095,47.1969986,47.25600052,47.05599976,47.73099899,47.56999969,47.43099976
RussianFederation,57.10400009,55.01800156,52.74700165,52.65399933,51.77999878,50.76200104,50.00600052,53.95600128,54.10100174,52.8429985,53.85400009,55.00400162,55.63199997,56.20199966,56.52500153,57.11000061,57,57.0359993,56.49399948,56.92300034,56.97399902,56.70100021,56.65000153,56.63600159,56.51399994
Rwanda,88.0530014,87.5719986,87.09700012,86.63400269,85.92099762,86.12599945,86.19499969,86.16500092,86.07099915,86.11699677,85.58000183,85.55000305,85.51899719,85.57800293,85.69599915,85.88700104,86.05500031,86.23699951,86.36799622,86.45999908,86.50700378,86.54299927,86.51399994,86.40499878,86.26699829
Samoa,39.66999817,38.88000107,37.98600006,37.0019989,36.17200089,35.3390007,34.48099899,33.59700012,32.68799973,31.80699921,30.93099976,30.04899979,29.15699959,28.25099945,27.37199974,26.50600052,25.65600014,24.83600044,24.05200005,23.26499939,23.20000076,23.15399933,23.0739994,23.12899971,23.22599983
SanMarino,,,,,,,,,,,,,,,,,,,,,,,,,
SaoTomeandPrincipe,35.99900055,35.9640007,36.0530014,36.36600113,36.97399902,37.84700012,38.84199905,39.86600113,40.84400177,41.58100128,42.20800018,42.54700089,42.9109993,43.37799835,43.48699951,43.95299911,44.12599945,44.42100143,44.625,44.79199982,44.95299911,45.08200073,45.15399933,45.2859993,45.37599945
SaudiArabia,14.22799969,14.49199963,14.70499992,14.87100029,15.0909996,15.40799999,15.83500004,16.3579998,16.14699936,15.85099983,15.84300041,16.3579998,16.91399956,17.50799942,18.15299988,17.78499985,17.50900078,17.19599915,18.33099937,19.51199913,20.0739994,19.84300041,19.96100044,20.05900002,20.05900002
Senegal,52.05199814,50.68799973,49.33499908,47.99399948,46.67100143,45.36299896,44.0719986,42.79600143,41.53499985,40.30099869,39.08599854,37.89199829,36.72100067,35.57500076,34.45500183,36.39500046,38.37799835,40.39500046,42.43600082,44.49200058,44.61199951,44.75999832,44.85499954,45.01100159,45.15999985
Serbia,44.22299957,44.34000015,44.46500015,44.59999847,44.69800186,44.80400085,44.90999985,45.00099945,45.05899811,45.15000153,45.2159996,45.26300049,45.30199814,44.92499924,44.60200119,45.32799911,45.37799835,44.04499817,42.61800003,42.36999893,42.67599869,43.59199905,43.38299942,43.36700058,43.38499832
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,
SierraLeone,63.23199844,63.24499893,63.38600159,63.74499893,63.72600174,63.95500183,63.97800064,64.14499664,64.11299896,64.43399811,63.92300034,63.83100128,65.10600281,65.10700226,65.09899902,65.10299683,65.11000061,65.10700226,65.08999634,65.06400299,65.04000092,65.01799774,65,65.04100037,65.06700134
Singapore,50.15399933,49.63499832,49.82799911,49.68500137,50.97800064,50.38199997,50.2820015,51.32300186,52.63899994,52.01399994,50.90000153,51.57699966,52.02099991,53.49000168,55.13000107,55.44900131,56.43299866,56.12599945,57.32099915,58.01699829,58.80799866,58.57600021,58.47900009,58.23600006,58.03300095
SintMaarten(Dutchpart),,,,,,,,,,,,,,,,,,,,,,,,,
SlovakRepublic,57.52000046,55.12400055,51.40399933,51.53499985,52.27600098,51.78699875,51.49000168,51.95399857,52.58800125,52.96900177,52.52199936,52.81999969,52.48699951,51.23099899,50.64300156,50.42599869,51.02099991,50.31299973,50.79399872,50.39099884,50.92200089,51.3390007,51.41500092,51.40499878,51.38000107
Slovenia,47.46099854,47.29899979,51.79100037,52.37400055,51.33499908,52.54399872,53.06999969,51.77899933,51.24599838,50.92200089,51.06200027,50.15599823,52.61000061,52.84400177,53.26100159,53.48500061,53.61399841,53.50600052,53.16500092,52.34199905,52.32500076,51.80400085,52.35800171,52.17900085,52.02799988
SolomonIslands,59.9109993,59.9090004,59.97800064,60.08100128,60.18099976,60.30099869,60.46099854,60.61000061,60.66600037,60.76800156,60.91799927,61.11000061,61.2480011,61.31600189,61.28900146,61.23099899,61.1629982,61.10200119,61.16699982,61.18799973,61.19599915,61.19400024,61.18299866,61.13100052,61.10900116
Somalia,34.93600082,34.70899963,34.58800125,34.36299896,34.05899811,33.66699982,33.27600098,33.04999924,32.9109993,32.68600082,32.59400177,32.60699844,32.41500092,32.39300156,32.33499908,32.27700043,32.25299835,32.29700089,32.43600082,32.48600006,32.62599945,32.92699814,33.2140007,33.24300003,33.27700043
SouthAfrica,42.91899872,43.79000092,44.61000061,45.44400024,46.2159996,47.0379982,47.94900131,48.85300064,49.51499939,50.01499939,49.47399902,47.41400146,45.05599976,46.66199875,47.82300186,46.68500137,46.98899841,45.27700043,43.78499985,44.28099823,44.56000137,45.91600037,46.05599976,46.21900177,46.30799866
SouthSudan,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,35.07899857,35.72499847,36.67200089,37.17900085,37.78900146,38.45999908,38.82799911,39.54000092,40.86500168,39.87599945,41.50400162,43.11800003,44.65499878,45.85900116,47.32500076,48.19300079,49.58200073,50.65499878,51.40499878,52.01800156,52.50099945,52.43700027,52.52899933,52.34899902,52.23600006
SriLanka,38.0530014,37.88199997,38.51399994,36.32400131,35.80099869,35.47600174,41.61999893,37.84600067,37.29100037,36.63399887,36.00299835,35.3769989,34.78099823,34.40399933,36.37099838,35.06600189,34.79399872,36.51599884,34.58300018,34.40000153,32.88600159,33.56700134,30.13599968,30.22800064,30.31299973
St.KittsandNevis,,,,,,,,,,,,,,,,,,,,,,,,,
St.Lucia,57.9280014,58.08499908,58.18999863,58.2820015,58.7159996,59.24499893,59.86600113,60.55699921,61.31200027,62.22299957,63.1629982,64.09600067,63.56000137,63.07300186,62.45700073,62.18500137,62.19499969,62.06900024,61.87900162,62.19499969,62.48799896,62.7859993,63.02199936,63.0530014,63.10100174
St.Martin(Frenchpart),,,,,,,,,,,,,,,,,,,,,,,,,
St.VincentandtheGrenadines,45.43099976,46.11500168,46.75899887,47.40399933,47.98699951,48.67699814,49.26499939,49.7859993,50.16400146,50.83300018,51.52899933,52.2120018,52.80799866,53.33499908,53.95199966,54.4129982,54.80599976,55.09600067,55.36800003,55.5719986,55.84199905,56.10400009,56.27899933,56.30699921,56.38399887
Sudan,26.31599998,25.84499931,26.64599991,27.54599953,28.5359993,28.04800034,27.57099915,27.1060009,26.65099907,26.20299911,25.76799965,25.34399986,24.92700005,24.51600075,24.11000061,23.71199989,23.3220005,22.94499969,23.15999985,23.21199989,23.43000031,23.93899918,24.19300079,24.25499916,24.31599998
Suriname,37.64199829,32.36800003,34.81100082,32.95199966,33.75299835,34.53300095,35.28499985,35.97999954,36.36500168,36.59400177,36.79299927,36.99900055,37.26900101,37.63600159,38.04700089,38.51399994,39.00400162,39.4679985,39.8769989,40.0870018,40.25500107,40.38100052,40.4679985,40.50600052,40.51900101
Swaziland,31.10099983,31.05200005,31.10400009,31.19799995,31.47200012,31.87899971,32.36100006,32.82699966,33.29000092,33.69800186,34.04299927,34.35900116,34.68700027,35.0929985,35.56499863,36.08300018,36.66600037,37.27500153,37.8219986,38.43000031,38.91199875,39.32600021,39.72200012,40.0379982,40.31800079
Sweden,60.48600006,58.98300171,58.13600159,58.59199905,58.78099823,57.75699997,56.96900177,57.39799881,58.08800125,58.75600052,58.70800018,58.59000015,58.57799911,59.33399963,59.60200119,59.86800003,59.91199875,59.44599915,59.02999878,59.75299835,60.25500107,60.70000076,60.9070015,60.86500168,60.80400085
Switzerland,57.38100052,57.16999817,56.31900024,56.11399841,57.0019989,56.92300034,58.00799942,58.27600098,57.71500015,58.9640007,59.36899948,59.56000137,59.23500061,59.45700073,59.88899994,60.10300064,61.43600082,61.63100052,60.81200027,60.95000076,61.31299973,61.93899918,62.70100021,62.68199921,62.57500076
SyrianArabRepublic,19.77199936,20.88800049,22.05200005,23.26300049,22.65500069,22.06100082,21.48200035,20.91500092,19.69300079,21.31200027,20.08699989,19.17900085,17.63899994,16.25799942,15.05099964,14.21500015,14.79699993,13.06099987,13.30200005,13.06900024,12.79899979,12.56000042,12.28600025,12.17199993,12.27600002
Tajikistan,58.14099884,58.19100189,58.22900009,58.25,58.24000168,58.22800064,58.21099854,58.18899918,58.1590004,58.04399872,57.90399933,57.76800156,57.68099976,57.71099854,57.76900101,57.88899994,58.04199982,58.18999863,58.30899811,58.58300018,58.83599854,59.06399918,59.27000046,59.44599915,59.54899979
Tanzania,87.1989975,87.20700073,87.21199799,87.19599915,87.14399719,87.10800171,87.0759964,87.03700256,87.0039978,86.96199799,87.48100281,87.94300079,88.34400177,88.68099976,88.93000031,87.80500031,86.53900146,85.13400269,83.59300232,81.92900085,78.71299744,74.02100372,74.02200317,74.01000214,73.98600006
Thailand,70.5739975,67.64800262,64.58699799,65.63999939,66.83699799,67.5059967,65.98999786,64.51399994,65.34300232,65.42700195,65.40699768,65.40200043,65.49299622,66.03700256,64.9280014,65.87599945,65.77600098,64.66699982,64.36399841,65.8730011,65.18199921,63.27299881,63.05799866,62.93899918,62.80899811
Timor-Leste,43.67399979,43.23199844,42.67699814,42.16400146,41.69100189,41.37099838,41.62200165,41.22200012,39.9659996,38.99100113,37.10400009,35.32500076,33.63100052,32.00799942,30.5909996,29.28000069,28.06900024,26.98399925,26.06800079,26.18300056,26.3560009,26.55400085,26.73699951,26.77400017,26.83699989
Togo,68.52600098,69.55899811,70.55699921,71.52100372,72.46600342,73.38500214,74.27700043,75.14299774,75.98300171,76.78900146,77.57299805,78.33599854,79.07900238,79.80400085,80.5,80.65899658,80.81700134,80.93399811,81.02799988,81.0759964,81.08999634,81.12000275,81.12799835,81.09600067,81.04599762
Tonga,40.5340004,42.97399902,45.38199997,46.08599854,46.74499893,47.3429985,47.91600037,48.53300095,49.23600006,50.26699829,51.40599823,52.59799957,52.90200043,53.0870018,53.25099945,53.34500122,53.29499817,53.19499969,53.11299896,53.05899811,53.02099991,52.96300125,52.84700012,52.77899933,52.8370018
TrinidadandTobago,43.55599976,43.19800186,44.05199814,44.81900024,46.88700104,46.94800186,46.79800034,46.7480011,46.45500183,47.00600052,47.63100052,49.61100006,51.56200027,53.46500015,53.60800171,52.39099884,53.07099915,51.68000031,52.50699997,52.72600174,52.88899994,52.98799896,52.61800003,52.58300018,52.53099823
Tunisia,21.2840004,21.6970005,22.11400032,22.53899956,22.9640007,23.3939991,23.42000008,23.45800018,23.50900078,23.56800079,23.64299965,23.73500061,23.84900093,23.98800087,24.05800056,24.14900017,24.25399971,24.36100006,24.45999908,24.54899979,25.37800026,25.21999931,25.03100014,25.07799911,25.11700058
Turkey,32.56100082,26.65600014,31.11800003,30.80400085,30.43099976,28.64900017,29.08200073,29.81999969,26.32999992,26.88199997,27.6060009,26.26399994,23.44099998,23.37100029,23.63899994,23.63999939,24.5189991,26.06800079,27.61700058,28.80500031,29.4279995,30.20100021,30.34799957,30.35300064,30.36400032
Turkmenistan,46.89799881,47.08200073,47.22200012,47.31800079,47.40299988,47.45600128,47.60800171,47.74399948,47.7879982,47.71300125,47.5870018,47.39599991,47.16799927,46.98199844,46.80699921,46.61899948,46.46500015,46.39699936,46.34999847,46.52099991,46.72600174,46.93600082,47.10900116,47.25299835,47.32799911
TurksandCaicosIslands,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,
