country,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Guinea-Bissau,138.269,137.5052,136.7414,135.9776,135.2138,134.45,133.029,131.608,130.187,128.766,127.345,126.3438,125.3426,124.3414,123.3402,122.339,117.691,113.043,108.395,103.747,99.099,95.2424,91.3858,87.5292
EquatorialGuinea,134.41,134.3096,134.2092,134.1088,134.0084,133.908,132.8808,131.8536,130.8264,129.7992,128.772,127.5878,126.4036,125.2194,124.0352,122.851,121.147,119.443,117.739,116.035,114.331,112.0642,109.7974,107.5306
Greece,17.254,16.1252,14.9964,13.8676,12.7388,11.61,11.3898,11.1696,10.9494,10.7292,10.509,10.7398,10.9706,11.2014,11.4322,11.663,11.0382,10.4134,9.7886,9.1638,8.539,8.1042,7.6694,7.2346
Grenada,83.455,79.0572,74.6594,70.2616,65.8638,61.466,59.4034,57.3408,55.2782,53.2156,51.153,49.404,47.655,45.906,44.157,42.408,40.998,39.588,38.178,36.768,35.358,33.4268,31.4956,29.5644
Greenland,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,120.573,119.2234,117.8738,116.5242,115.1746,113.825,111.9068,109.9886,108.0704,106.1522,104.234,102.0278,99.8216,97.6154,95.4092,93.203,91.3696,89.5362,87.7028,85.8694,84.036,82.72,81.404,80.088
Guam,77.524,75.9942,74.4644,72.9346,71.4048,69.875,67.3642,64.8534,62.3426,59.8318,57.321,55.2848,53.2486,51.2124,49.1762,47.14,47.7372,48.3344,48.9316,49.5288,50.126,49.4576,48.7892,48.1208
Guyana,99.075,98.17,97.265,96.36,95.455,94.55,95.676,96.802,97.928,99.054,100.18,98.9588,97.7376,96.5164,95.2952,94.074,93.279,92.484,91.689,90.894,90.099,89.2584,88.4178,87.5772
Highincome,28.38569561,27.83762845,27.27235263,26.65152735,25.96748293,25.2262347,24.74201694,24.232985,23.71315836,23.17067554,22.58860322,22.3492876,22.07865452,21.7924309,21.50790375,21.22587949,20.45698763,19.65878353,18.83164896,18.01033513,17.13496627,15.84642994,14.55776976,13.29482185
"HongKongSAR,China",7.001,6.601,6.201,5.801,5.401,5.001,4.7508,4.5006,4.2504,4.0002,3.75,3.6134,3.4768,3.3402,3.2036,3.067,3.1566,3.2462,3.3358,3.4254,3.515,3.3906,3.2662,3.1418
Honduras,126.499,124.351,122.203,120.055,117.907,115.759,112.5992,109.4394,106.2796,103.1198,99.96,96.7804,93.6008,90.4212,87.2416,84.062,80.9374,77.8128,74.6882,71.5636,68.439,67.0488,65.6586,64.2684
Heavilyindebtedpoorcountries(HIPC),140.4325926,139.6322748,138.772344,137.8386339,136.8621578,135.8193865,134.4679325,133.1262494,131.8322697,130.6126722,129.4563577,127.3141572,125.2019413,123.1058994,121.0059656,118.925116,116.5040399,114.0580376,111.5797457,109.057373,106.5106401,103.7263904,100.9477043,98.18918877
Croatia,20.667,20.3568,20.0466,19.7364,19.4262,19.116,18.335,17.554,16.773,15.992,15.211,15.0844,14.9578,14.8312,14.7046,14.578,13.9494,13.3208,12.6922,12.0636,11.435,10.68,9.925,9.17
Haiti,69.894,68.2744,66.6548,65.0352,63.4156,61.796,59.9332,58.0704,56.2076,54.3448,52.482,51.2734,50.0648,48.8562,47.6476,46.439,45.4042,44.3694,43.3346,42.2998,41.265,40.47,39.675,38.88
Hungary,36.531,34.343,32.155,29.967,27.779,25.591,24.6764,23.7618,22.8472,21.9326,21.018,20.729,20.44,20.151,19.862,19.573,19.503,19.433,19.363,19.293,19.223,18.7178,18.2126,17.7074
IBRDonly,57.27506265,56.19220233,55.01258032,53.6587517,52.0510261,50.29772012,49.04617789,47.59581479,45.96905554,44.18074811,42.2659225,40.59812736,39.1291926,37.9274509,36.93880638,36.14725784,35.72163125,35.34464262,34.94100407,34.51615148,34.0612225,33.51221353,32.86974217,32.11443205
IDA&IBRDtotal,70.81693905,69.99349191,69.05206442,67.90103135,66.45927155,64.85213284,63.60138552,62.15643828,60.55029714,58.78694941,56.90291972,55.23493361,53.79380077,52.66692347,51.79556614,51.18683762,50.93876796,50.74755204,50.51907733,50.24074025,49.93053529,49.45801438,48.87647807,48.16566993
IDAtotal,121.0485767,119.4085001,117.6905749,115.8616996,113.9337416,111.9259618,109.9799427,108.048259,106.1595146,104.353686,102.6020703,100.9692135,99.40088948,97.89403739,96.41458962,94.99596011,93.63945773,92.27576692,90.87442911,89.47500498,88.06112266,86.38513152,84.69159717,82.98925506
IDAblend,106.9414127,104.8928447,102.8053759,100.6640724,98.42537922,96.17435153,94.12558169,92.03270178,89.84822155,87.59098871,85.27421071,83.95049512,82.73181811,81.66304592,80.65483793,79.79946397,79.31212664,78.87878756,78.42255599,78.00712346,77.64436822,76.42691718,75.25359477,74.12860266
Indonesia,63.11,60.0576,57.0052,53.9528,50.9004,47.848,48.4764,49.1048,49.7332,50.3616,50.99,51.093,51.196,51.299,51.402,51.505,51.505,51.505,51.505,51.505,51.505,50.753,50.001,49.249
IDAonly,127.9763743,126.5378252,125.003126,123.3316856,121.5667578,119.6843792,117.7931001,115.9497356,114.229732,112.6825823,111.2657258,109.5340663,107.8238624,106.0939146,104.3499368,102.5903583,100.7260407,98.83152078,96.9129631,94.98343477,93.02136363,91.09146204,89.12007875,87.1167717
IsleofMan,,,,,,,,,,,,,,,,,,,,,,,,
India,94,90.5676,87.1352,83.7028,80.2704,76.838,73.5114,70.1848,66.8582,63.5316,60.205,57.0818,53.9586,50.8354,47.7122,44.589,41.759,38.929,36.099,33.269,30.439,28.0568,25.6746,23.2924
Notclassified,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,15.998,16.5984,17.1988,17.7992,18.3996,19,19.0004,19.0008,19.0012,19.0016,19.002,18.4532,17.9044,17.3556,16.8068,16.258,15.4324,14.6068,13.7812,12.9556,12.13,11.4516,10.7732,10.0948
"Iran,IslamicRep.",75.381,70.0316,64.6822,59.3328,53.9834,48.634,45.6078,42.5816,39.5554,36.5292,33.503,33.0182,32.5334,32.0486,31.5638,31.079,30.5856,30.0922,29.5988,29.1054,28.612,27.8554,27.0988,26.3422
Iraq,67.455,66.9284,66.4018,65.8752,65.3486,64.822,65.0574,65.2928,65.5282,65.7636,65.999,68.7998,71.6006,74.4014,77.2022,80.003,80.003,80.003,80.003,80.003,80.003,81.6186,83.2342,84.8498
Iceland,25.501,25.1046,24.7082,24.3118,23.9154,23.519,22.265,21.011,19.757,18.503,17.249,16.6592,16.0694,15.4796,14.8898,14.3,13.0668,11.8336,10.6004,9.3672,8.134,7.307,6.48,5.653
Israel,19.342,19.0042,18.6664,18.3286,17.9908,17.653,17.3328,17.0126,16.6924,16.3722,16.052,15.6336,15.2152,14.7968,14.3784,13.96,13.4816,13.0032,12.5248,12.0464,11.568,10.8146,10.0612,9.3078
Italy,7.743,7.48,7.217,6.954,6.691,6.428,6.542,6.656,6.77,6.884,6.998,6.9796,6.9612,6.9428,6.9244,6.906,6.801,6.696,6.591,6.486,6.381,6.2324,6.0838,5.9352
Jamaica,103.376,101.6008,99.8256,98.0504,96.2752,94.5,92.0738,89.6476,87.2214,84.7952,82.369,80.5876,78.8062,77.0248,75.2434,73.462,71.5908,69.7196,67.8484,65.9772,64.106,62.3322,60.5584,58.7846
Jordan,48.999,47.317,45.635,43.953,42.271,40.589,39.099,37.609,36.119,34.629,33.139,32.1116,31.0842,30.0568,29.0294,28.002,27.602,27.202,26.802,26.402,26.002,24.8826,23.7632,22.6438
Japan,4,4.08,4.16,4.24,4.32,4.4,4.6798,4.9596,5.2394,5.5192,5.799,5.6642,5.5294,5.3946,5.2598,5.125,5.0068,4.8886,4.7704,4.6522,4.534,4.3462,4.1584,3.9706
Kazakhstan,53.733,51.404,49.075,46.746,44.417,42.088,39.4958,36.9036,34.3114,31.7192,29.127,28.9122,28.6974,28.4826,28.2678,28.053,28.7176,29.3822,30.0468,30.7114,31.376,29.981,28.586,27.191
