country,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Namibia,,,,,,86.27263641,87.83235168,95.91941071,,,,,90.39494324,86.74858856,,91.42578888,93.1789093,93.37442017,,,95.14069366,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,
Niger,,,,,47.09526062,,49.87768936,48.4414711,50.03469086,59.38882065,59.33287048,64.50273895,78.30493164,73.20934296,54.32511902,61.70592117,60.41809845,68.96427155,73.78217316,65.46205902,70.53682709,66.96961212,60.74325943,
Nigeria,,,,,,,,33.4234314,,,,,,,,,,59.83771133,,,,,,
Nicaragua,,,100,,,,,100,,,,,,,,,,,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,
Norway,,,,,,,99.91104889,99.75270844,100,99.8567276,99.51264954,99.60099792,99.90383148,99.37705994,100,100,100,99.86644745,99.6105423,99.447258,100,99.94283295,100,
Nepal,,,,,,,,81.07095337,78.61395264,91.04241943,89.82003021,87.7962265,,,,87.86107635,,,,,85.9419632,88.12634277,88.31791687,88.94783783
Nauru,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,91.53145599,92.32118225,92.86167908,92.74039459,93.11828613,93.32240295,94.08395386,94.85562134,95.60406494,96.16362762,96.5256958,96.73944855,96.90801239,96.75741577,96.93846893,96.77590942,96.83071899,96.92331696,97.03514099,97.14742279,97.23034668,97.30917358,,
Oman,,97.4389801,99.62451172,100,99.16462708,,,100,100,100,100,,,,,,,,,99.28668213,99.36184692,100,99.07388306,
Other small states,77.1049881,79.51274109,79.47724915,81.10578918,80.8216629,81.14425659,83.98854065,83.33345032,84.33895111,84.25522614,86.25193024,87.58660889,89.06308746,89.10447693,,88.64089966,88.48057556,89.28743744,89.75693512,,89.8236618,90.91827393,,
Pakistan,,,,,,,,,,,,,70.1502533,71.02072906,78.95352173,76.34161377,75.70329285,76.66410828,74.90148926,80.39745331,78.41024017,82.33529663,79.02362823,
Panama,,,,,,,,,,,,,64.63430786,93.88082123,100,99.78761292,97.57563019,100,100,100,,,,
Peru,,,,,,,97.24653625,98.95262146,99.42772675,99.70787048,,98.90326691,99.7386322,100,99.39173126,97.32939911,99.38729095,98.01207733,95.72975159,92.79902649,99.94380188,95.17064667,96.14054108,
Philippines,,,,,,,98.7110672,,,98.95053864,98.90392303,97.60842896,91.91504669,100,99.28060913,100,100,,,,,,,
Palau,,,,,,,,,,,,,,,,,,,,,,98.42520142,,
Papua New Guinea,,,,,,69.25154877,,,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,100,100,100,,,100,,
Pre-demographic dividend,58.46848679,57.89241028,59.19750977,60.26633072,61.6938858,62.85303879,64.94268036,65.34207916,66.69274139,66.17053986,67.02235413,69.33398438,70.95975494,71.46389771,73.56423187,75.06208801,73.60390472,75.62113953,75.85258484,75.60767365,75.46335602,75.88262177,,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,,,,,,,91.71903229,96.58802795,93.65213013,92.95912933,92.68785095,91.97885132,90.40370941,,88.3767395,89.12541199,90.0147934,91.66552734,92.58319855,94.53466797,,,,
West Bank and Gaza,,,,99.76886749,100,,,98.87287903,98.70027161,99.86087036,99.17945099,100,100,,98.95593262,99.49326324,96.81134796,95.79547119,94.73774719,99.9443512,96.8677063,100,97.40223694,
Pacific island small states,80.60379791,80.86708832,80.64493561,80.0242691,82.96100616,79.41764069,,80.0508728,81.27813721,81.24178314,82.88786316,83.79759216,84.88779449,85.59124756,87.65292358,,88.50064087,,88.65102386,88.72476959,89.56124115,,,
Post-demographic dividend,96.34455109,96.09753418,96.19474792,95.89524841,95.95342255,95.536026,95.86093903,96.14502716,96.66848755,96.67172241,96.73374176,96.57676697,96.77489471,96.64643097,96.79389191,96.79697418,96.93073273,96.97058105,,96.81362152,,,,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,97.39524078,98.13893127,100,99.14861298,,,,,,,,,96.76856232,97.25897217,97.76603699,100,100,,99.94989777,,99.41558838,100,100,
Romania,97.97907257,,,,,,100,,99.6113205,100,99.94338989,100,100,99.93287659,,,100,100,100,100,,,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,,100,100,
Rwanda,,,,,,,,,,,,,,,,,,,,78.31703186,75.72798157,72.7607193,70.04374695,
South Asia,86.0207901,86.66092682,87.45905304,88.0690155,88.6778717,89.23551178,89.80310822,90.39218903,88.67761993,91.22119141,86.76589966,88.99100494,88.95626831,89.28079224,89.95791626,89.57093048,89.50094604,89.60257721,89.31951904,89.90145874,,,,
Saudi Arabia,,,,,,,,,,,,,,,,92.6315918,,,,93.64544678,98.6264801,100,89.73310852,
Sudan,,,,,,,,,,,,,,,,,,97.64888,,93.98430634,94.58209991,,,
Senegal,,,,45.40671921,43.38167953,,,,56.64442062,54.21907043,57.17961121,65.83511353,67.1668396,67.02198029,81.65943146,78.10195923,74.09259033,81.40487671,95.81046295,93.9469986,93.08351898,92.78817749,91.05648041,
Singapore,,,,,,,,,,,,,,,,89.5759964,87.99350739,,,,,,,
Solomon Islands,,,,,,,,,,,,,,,,,,,89.6020813,90.00498199,93.07859802,92.24594879,94.15287781,
Sierra Leone,,,,,,,,,,,,,,,,,,,,79.35887146,87.56974792,,,
El Salvador,89.40277863,,,92.15292358,,,,,92.58457947,96.89851379,98.00289154,,,95.52890778,95.44544983,95.99066925,98.46160889,99.45040894,96.68218231,96.38230896,93.81871796,92.9958725,93.72885895,
San Marino,,,,,,,,,,,,,,,,,93.72875977,100,100,97.89980316,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,99.83107758,99.69200134,100,97.33415222,100,100,100,99.81182098,100,
Sub-Saharan Africa (excluding high income),63.99428177,,64.7805481,65.6730957,67.02972412,68.22200775,70.34259796,69.98675537,70.76112366,70.78426361,71.5205307,73.3089447,75.66645813,75.81536102,77.48175812,78.96101379,77.16010284,79.27722168,79.25382996,79.68315887,79.37322235,79.62097931,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,63.99895096,,64.78424835,65.67736053,67.03430939,68.22677612,70.34716034,69.99139404,70.76519012,70.78850555,71.5244751,73.31151581,75.66940308,75.818367,77.48436737,78.96338654,77.16247559,79.27924347,79.2557373,79.68497467,79.37499237,79.62269592,,
Small states,80.16560364,81.49300385,81.55046844,82.64455414,82.70381927,82.65885162,84.60207367,84.00867462,85.13809204,84.36751556,86.47660065,87.63978577,88.99234772,89.2310257,89.15890503,89.75385284,89.28900146,90.07167816,90.10301971,90.26193237,89.64174652,90.75785065,,
Sao Tome and Principe,,,,,,,,,,,65.28926086,78.37606812,80.2250824,,,70.09992218,,73.30483246,95.25737,,81.84030914,90.85160065,,
Suriname,,,,,,,,,,,,,,,49.53424835,57.72333145,48.15003967,59.59671021,60.5847702,63.95927048,62.81106186,60.96963882,58.79571915,
Slovak Republic,96.55219269,99.92915344,,,99.42801666,100,99.93138123,,99.0044632,99.54621124,99.8457489,99.61341858,99.92513275,99.45162964,99.39086914,99.52404022,99.47354889,99.51705933,99.31643677,99.23851013,99.16996002,99.20836639,99.22106934,
Slovenia,,,,,,,100,,99.77487183,100,99.76138306,,,,,,100,100,99.96395874,99.68717194,99.68173218,99.47039032,,
Sweden,,,,,,,,100,99.85028076,100,,99.69521332,,100,100,100,100,100,100,100,100,99.98059082,100,
Swaziland,93.47825623,89.935112,87.3838501,,,87.41307068,91.01248932,84.24658203,88.86432648,84.14933014,84.28096771,97.55335236,95.09438324,97.77687836,,,,96.85829926,96.84043121,96.77191925,99.76622772,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,93.92733002,92.0014267,,,,100,100,100,98.25,98.94242096,99.50218201,92.54808044,100,,,100,98.61110687,97.95639801,95.22545624,,,100,98.37346649,
Syrian Arab Republic,71.8194809,73.11743164,,,,,74.291008,73.49223328,75.44008636,77.46218872,94.41356659,97.4105835,98.56596375,98.34327698,98.48825836,98.61480713,97.23851013,98.03536224,98.72956085,97.93488312,57.20027161,,,
Turks and Caicos Islands,,,,,,,,53.75,,82.07546997,,88.70715332,88.1516571,,,,,,,,,,,
Chad,,,69.37145233,76.10372162,,,72.47026062,68.41343689,77.90647888,80.37705994,86.13873291,69.84986877,71.20709991,73.36927032,,,,96.46363068,100,91.8170929,100,,,
East Asia & Pacific (IDA & IBRD countries),,,,83.06291962,87.71318054,84.54044342,85.40553284,86.61642456,87.87476349,89.26026917,90.62433624,91.95973969,91.90206909,94.52766418,96.90538788,96.17169189,96.6709137,95.91279602,95.33292389,97.11424255,95.49381256,93.36495209,,
Europe & Central Asia (IDA & IBRD countries),90.9159317,91.92582703,93.23636627,93.35255432,93.78395081,95.22476196,96.73680115,97.44087982,97.67398071,96.21051788,97.06103516,98.26428986,98.73497009,99.19650269,99.42559052,99.5741806,99.22943115,99.20185852,99.26631927,99.58334351,99.57144928,99.47399139,,
Togo,,,85.3168335,72.72825623,,,,80.55269623,83.70094299,,79.72737885,81.31240845,82.52323914,82.48677063,,81.82250214,,87.96533203,93.78479004,,85.9852066,82.24812317,87.55734253,
Thailand,,,,,,,,,,,,,,,,,,,,,,,96.70742798,
Tajikistan,,,,,,,,,,,,,,,,,99.35649872,99.57058716,99.58003998,99.74034119,,99.48848724,100,100
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),89.70266724,91.62237549,91.89279175,92.34414673,92.73033142,93.34464264,94.60520935,95.34297943,95.42344666,96.56244659,96.07603455,95.42360687,95.47267914,95.55511475,95.78652191,95.56996155,96.05476379,96.01119232,96.11582184,95.89684296,96.13262939,96.14604187,,
Timor-Leste,,,,,,,,,,,,,,,,,89.30477142,88.34175873,94.49900055,90.32392883,88.68878174,90.31285858,93.81021881,
Middle East & North Africa (IDA & IBRD countries),85.38812256,87.44766998,88.56851959,88.40969849,88.49136353,88.5437851,89.41664124,90.55835724,90.09710693,91.72853851,93.50291443,93.12856293,92.17684174,90.96901703,91.26902771,91.48535919,91.95461273,91.31987,91.05310059,90.12365723,85.83152771,85.81534576,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),86.0207901,86.66092682,87.45905304,88.0690155,88.6778717,89.23551178,89.80310822,90.39218903,88.67761993,91.22119141,86.76589966,88.99100494,88.95626831,89.28079224,89.95791626,89.57093048,89.50094604,89.60257721,89.31951904,89.90145874,,,,
Sub-Saharan Africa (IDA & IBRD countries),63.99895096,,64.78424835,65.67736053,67.03430939,68.22677612,70.34716034,69.99139404,70.76519012,70.78850555,71.5244751,73.31151581,75.66940308,75.818367,77.48436737,78.96338654,77.16247559,79.27924347,79.2557373,79.68497467,79.37499237,79.62269592,,
Trinidad and Tobago,74.53617096,,,76.57865143,74.44577026,,,92.2304306,96.50708008,,,98.27796936,96.37806702,,,96.60977173,92.15731049,93.9699707,,,,,,
Tunisia,81.04225159,79.66464233,81.45417786,80.64067841,83.62934875,,88.12773895,89.84764862,91.314888,95.49355316,94.8116684,94.33882141,94.71906281,,,93.70668793,93.81157684,100,,,90.75718689,88.6520462,,
Turkey,,,,,,,,,,,,99.07958984,99.51750183,99.54003906,100,99.31556702,97.84895325,,97.87168121,99.23770905,,,,
Tuvalu,,,,,,,,,,84.55284882,,,,,,,,,,,,,99.02912903,
Tanzania,,,,,,,,,20.41612053,22.10759926,,28.29051018,33.59273148,,,,52.07928848,,,,58.92647934,,,
Uganda,,,,,,,,,41.88803101,45.0752182,43.05495834,40.27088928,41.66188049,,65.53157043,67.75058746,65.67131805,50.90483093,64.0118866,65.08798981,65.64244843,64.10334015,54.97724915,
Ukraine,,100,,,,,99.77871704,100,,98.85929871,,,,99.71276093,99.56600189,99.61578369,99.93531799,99.75714111,99.92015839,99.75392151,100,99.94232941,88.54402161,
Upper middle income,,,86.22167969,90.94625092,91.40151215,91.36332703,89.55210114,90.45407867,91.25215149,92.13014221,93.14736938,93.87610626,94.68528748,95.40355682,96.14772034,96.87425995,97.06691742,96.8944931,96.9779892,96.53469849,96.20024872,95.57737732,97.05767059,
Uruguay,,,,,,69.94278717,,87.44252777,74.94171143,78.0116806,77.82582855,76.43476105,75.80027008,77.86038971,72.39517975,82.86184692,76.41429138,75.71295929,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,100,99.21173859,98.88493347,100,100,100,99.9001236,99.87866974,100,100,100,100,100,100,100,100
St. Vincent and the Grenadines,,,,,,,,,,,,75.66088867,,,,,,,91.07910919,,100,98.81034851,100,
"Venezuela, RB",92.20220947,,,,90.72837067,,,96.78177643,100,100,98.77822876,97.96675873,100,100,99.59310913,95.93273163,97.78301239,97.63816071,99.48822784,100,100,100,98.65429688,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,100,100,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,94.42623901,95.00521088,,,,,,,,,,,100,84.94029999,96.6339798,
Vanuatu,,38.06789017,,,,45.33469009,,51.41662979,44.25241089,,,,,,,,,89.76410675,,,,,,
World,83.30748749,83.1272583,84.45953369,86.68847656,87.27233124,87.11253357,87.24143982,87.86373138,88.05486298,89.34404755,88.8740387,89.82982635,89.94393158,90.61976624,91.50511169,91.46069336,91.46131134,91.25650024,91.04673767,91.4909668,90.68898773,,91.24265289,
Samoa,,,,,,,92.38182831,87.60378265,96.05505371,,,,,,,,,100,94.97808075,98.48420715,,,99.05930328,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,88.21504974,,,,,,,,91.29564667,,,
South Africa,,,,,,,,96.86334229,,96.83756256,97.92209625,93.72721863,,,,,,,,,,,,
Zambia,,,,,,,,49.91141129,,62.33346176,,,64.38825226,56.81195068,62.46380997,78.02996063,74.40750885,72.78128815,67.48436737,,65.59958649,,,
Zimbabwe,,,,,,,,75.66075134,,,,,,,,,,,,,76.70227814,,,
