country,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
LatinAmerica&Caribbean(excludinghighincome),86.70746613,88.54944611,88.31513977,88.81251526,89.1919632,89.77626038,91.29824066,92.27883148,92.45017242,93.534935,93.3055954,92.94609833,93.04653931,93.33674622,93.80039215,93.59673309,94.07722473,93.97008514,93.86467743,93.55331421,93.88331604,94.00241852,,
LaoPDR,72.47589874,75.87255859,,,70.37425995,,72.33791351,71.29949188,73.63184357,76.59693146,78.81945038,78.58312225,78.22015381,77.29853821,78.30886841,79.17591858,79.91546631,80.07290649,80.80496979,82.49992371,85.04634857,88.60642242,87.91758728,
Lebanon,,,,,,,96.05529785,93.77654266,100,96.84467316,96.45748901,97.68682098,97.30152893,97.77313232,97.96263885,96.59011078,96.49539185,100,96.70027161,97.25756073,99.2618103,100,89.67224884,
Liberia,,,,,,,,,,,,,,,,,77.31743622,,,,,,77.34702301,
Libya,,,,,,,,,,,,,,,,,,,,,,,,
St.Lucia,,,,,,,,,,77.63735962,77.70053101,79.22515106,79.87493134,,,100,98.82279968,97.83345032,99.42446136,96.98246002,94.51862335,97.5,,
LatinAmerica&Caribbean,86.92784882,88.72350311,88.5127182,89.00685883,89.38402557,89.96591187,91.48192596,92.4495163,92.62524414,93.66999054,93.44416809,93.09102631,93.16921234,93.43625641,93.8642807,93.70909119,94.13283539,94.01973724,93.9216156,93.64019775,94.00909424,94.12388611,,
Leastdevelopedcountries:UNclassification,57.26822662,57.20679474,59.65034866,61.75748825,63.64978027,65.32803345,68.07975769,68.67266846,70.35890198,,72.76398468,75.00551605,76.63436127,78.32115936,78.77124786,79.34709167,77.12232208,78.78223419,78.67427826,79.70217896,79.68038177,79.83805084,,
Lowincome,59.33435822,57.52692032,59.44224167,61.37540817,62.81766129,62.33885956,64.70398712,64.11486053,66.07695007,67.24372101,66.78118896,69.14604187,71.22290802,72.53939056,74.756073,76.28687286,73.60112,74.10523987,75.82598114,76.75744629,76.32066345,76.0076828,75.22225189,
Liechtenstein,,,,,,,,,,,,,100,93.70648193,94.71154022,97.01737213,96.5962677,95.80975342,99.55555725,,,,,
SriLanka,,,,,,,,,,98.8359375,98.45001221,,,99.62847137,99.89431,99.42254639,97.94203949,,97.43141937,100,100,100,100,
Lowermiddleincome,76.73947144,77.68399048,78.6875,79.60652924,80.62812042,81.55766296,82.53166962,83.42105103,83.43376923,85.8031311,87.62467957,84.81266785,84.57617188,86.51866913,87.77046204,87.95346069,88.45809937,89.16921234,89.37326813,89.43856049,87.76203156,88.37615204,88.16300201,
Low&middleincome,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,,,,,,65.46067047,65.36769867,63.7466507,67.19870758,76.05728149,77.37049866,72.87447357,70.59017181,83.35778046,75.58114624,81.70543671,86.64520264,87.7614212,86.94312286,85.89064026,85.87698364,86.0650177,88.10427094,
