country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Guyana,43.9622199,45.03807584,46.17155341,47.34292076,47.35816177,47.21447435,47.74662922,48.09730306,48.00453641,47.94904911,47.68119952,47.61863616,47.49239726,47.28156511,47.2846328,47.16356284,47.51271798,48.38070678,49.10591659,49.86670182,50.69251281,51.52369865,52.33817406,53.18414027,53.97212912,54.15413777,54.33582588
Highincome,67.29826381,67.99498682,68.42755451,68.74995361,69.47179928,69.76487996,70.24856477,70.79550502,71.03740515,71.61482749,72.01109836,72.42416827,72.82086154,73.44613636,73.77089943,74.10409381,74.47596419,74.70591022,75.14161409,75.76013781,76.20453019,76.27209175,76.46041295,76.77298172,77.06820947,77.06829611,77.11366037
"HongKongSAR,China",59.55102863,60.89025309,59.80903317,59.38533655,60.55491863,61.86140837,62.76125127,63.510969,64.57000752,65.72146027,66.86942489,68.44118274,70.74751276,70.847523,71.54719547,72.46598209,73.38970253,74.47777712,75.68251103,76.3022714,75.69481687,76.73507048,76.93058263,77.63281532,78.1540025,77.93733075,77.73472288
Honduras,38.49690852,38.65254342,40.71715512,40.47544818,40.2615177,40.07360843,45.63123187,46.15218612,47.95856011,51.70050475,50.47972746,48.4967302,45.46590337,45.99915011,46.58112114,43.68881688,48.21480077,48.65722238,49.13036499,49.63448805,52.2127742,53.10646891,54.02324734,54.82235727,55.66326078,55.86402961,56.08214497
Heavilyindebtedpoorcountries(HIPC),78.91719926,79.11173558,79.34220817,79.47841795,79.6066362,79.74614783,79.99127799,80.22635876,80.42501652,80.5836121,80.94262772,81.23208263,81.488305,81.7433343,82.00142559,82.24991452,82.60046789,82.88573033,83.15874172,83.30056341,83.46325881,83.46412336,83.19852103,83.06678594,83.24247623,83.24005615,83.24475193
Croatia,67.92917094,67.38916063,67.8155386,68.24841993,68.66863744,69.06864883,69.59902958,70.1334227,70.66846013,71.19743226,71.70691388,72.39059934,73.60765782,73.3620419,74.2711156,75.61282977,76.97913619,74.67873383,75.53923252,77.34909241,77.30419979,75.36229145,76.58085486,77.28499306,78.9689011,79.03313153,79.18809497
Haiti,73.34711642,74.14217906,74.97467757,75.85084087,76.7717258,77.73635713,78.62179295,79.54158495,80.49601421,81.4734208,82.47044862,82.81341016,83.14415153,83.46913571,83.79303461,84.11931786,84.4018104,84.65860596,84.87420377,85.12102328,85.30730228,85.47627361,85.65120331,85.83270955,86.01600855,86.18654948,86.33459905
Hungary,71.7067501,72.6275425,74.02727279,73.41960109,72.1397392,68.32947999,68.41411414,68.26533561,70.96796871,71.13185849,71.29222663,71.17683416,71.87445712,72.86041699,73.01792599,73.57322765,73.29921461,72.71629959,72.99685841,73.41253951,74.88900148,74.50594131,74.81893953,74.20312996,74.14469173,74.25171144,74.48232513
IBRDonly,67.27296816,67.15958087,67.19394895,67.0766956,67.16580714,67.16832042,67.05798206,67.03744085,67.06010589,67.09576199,67.0166008,67.04433062,67.10923083,67.07323839,67.01356708,67.0299999,66.52840554,66.07355066,65.50252264,65.04633014,64.50473715,64.29651476,64.12237574,64.05143093,63.99326284,63.8240566,63.6600469
IDA&IBRDtotal,67.60986281,67.56344774,67.59756649,67.52121075,67.60064752,67.59257944,67.51993021,67.5570937,67.62840176,67.71449123,67.73072518,67.80524428,67.9044358,67.92462802,67.92810185,67.94748255,67.55898532,67.2153,66.7765231,66.45449802,66.07350029,65.95508235,65.82392073,65.79759425,65.83380305,65.74228465,65.65555102
IDAtotal,69.28758393,69.55204076,69.56668627,69.66910137,69.67878074,69.60264739,69.68729722,69.96536611,70.23019957,70.52530332,70.92753384,71.17540554,71.39382502,71.62706035,71.8709176,71.85905601,71.87075339,71.91908875,71.94087559,72.05530498,72.1846978,72.30723791,72.24506538,72.28415032,72.56437811,72.64178889,72.71150987
IDAblend,48.34659052,48.98816595,49.49145128,50.34963431,50.93183593,50.91829761,51.76692362,52.63385297,53.27840103,53.82869692,54.76160226,55.58594481,56.55007866,57.60922232,58.79871816,59.01324731,59.15248363,59.35275611,59.57165814,59.93406361,60.29719774,60.38158804,60.50098764,60.59288247,60.77127565,60.87448377,60.98947259
Indonesia,61.8735966,60.52867593,59.19788897,60.3278121,61.81350772,61.12104524,60.59553519,59.23536938,61.15384038,59.94924334,59.28978333,58.67571097,58.10025036,58.2225053,58.3767415,58.55879984,59.18751433,59.88995338,60.68953209,60.48643666,61.58471222,61.2044924,60.81575292,60.41557734,60.55631642,60.68166233,60.80955391
IDAonly,77.81283407,77.90100119,77.70294581,77.46170951,77.24242328,77.0719944,76.88155432,76.94814052,77.04481688,77.23159452,77.43566744,77.44143371,77.37047517,77.29613499,77.18527693,77.13163458,77.14670348,77.13738549,77.08993372,77.13433454,77.19130067,77.34247465,77.20981054,77.22291487,77.53879648,77.60653224,77.6546748
IsleofMan,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,40.93228585,41.29204847,41.65987035,42.03344669,42.41510283,42.16693938,41.9236891,41.68315382,41.44234129,41.20161446,40.95831417,41.61694932,42.27658989,42.93647783,43.60201653,44.27283381,42.43679717,40.6399308,38.88316585,37.16447268,35.48799633,34.59779808,33.73019885,33.78937403,33.73576463,33.87730706,34.01985022
Notclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,50.65607477,51.70017019,53.52930761,56.18457797,57.45957738,58.51971919,60.61730351,61.98891791,63.8734153,65.77906205,66.68998891,67.31357127,69.33474688,70.0200095,69.968558,71.94126083,72.46013712,73.99703017,74.5933847,76.04708775,77.01773827,77.49930707,77.42456321,77.75225068,77.24621298,77.23170587,77.29988943
"Iran,IslamicRep.",11.98858029,12.25310248,12.55494783,12.89602313,13.2855268,13.72507686,14.23215444,15.29712639,16.42329932,17.61019885,18.85841719,20.14618177,21.51323054,22.96566209,24.50853317,26.14124652,25.25542299,24.44758068,22.02329411,23.0232029,22.80297958,22.75121073,22.65733925,22.35347933,22.16925056,22.23612384,22.25220826
Iraq,15.14576048,15.42037027,15.70901031,16.00461687,16.3010951,16.5947142,16.88893946,17.18381143,17.48606648,17.80267814,18.13581338,18.49006603,18.86263873,19.25006433,19.65141154,19.82527278,20.06930431,20.25510359,20.52658247,20.74421991,20.91896446,21.07029709,21.22236927,21.37567985,21.52778942,21.64890667,21.76951531
Iceland,82.72662183,82.54565033,83.58716196,86.4622678,87.13965367,86.23047336,86.56573237,85.71660451,86.27619636,86.6844725,86.9736533,87.36454033,87.2263123,88.86259476,87.40448371,88.26925688,87.37740641,87.70205461,87.64357643,89.08400209,89.53540522,89.71032785,91.35653697,90.71918732,91.18445828,91.18064634,91.14973082
Israel,64.69880263,65.44499529,67.59660506,67.19468984,69.25414944,70.65113512,71.49324434,72.1783354,72.90774234,75.08163667,76.33219143,77.16633835,77.61555757,79.43358528,79.39910193,79.99393405,79.86862214,79.99002862,79.9489477,82.232786,81.95429,81.94298335,83.50256775,83.50069615,84.89931273,84.85591457,84.79992203
Italy,52.80086182,53.56960298,52.73256013,52.39533733,53.20079237,53.96190804,54.7667798,55.23621799,55.96938688,57.28281547,57.86408567,59.07355279,59.66897448,60.1197453,61.73441034,61.99164024,62.47409125,62.49710094,63.60881222,63.67636948,64.02465863,64.65792588,66.26583616,66.82729744,67.53632351,67.60112664,67.71244556
Jamaica,81.04032532,81.89663416,82.78152295,83.67190678,84.57819264,83.15098627,81.37042015,79.35703382,77.08781711,76.461552,75.85345471,75.50258417,75.20659354,74.97631251,75.43042982,76.2627,76.74740892,77.20422899,77.65363833,77.43338112,77.69730088,77.80979864,78.66341024,79.50717713,79.90763609,79.87563096,79.94559883
Jordan,14.09103504,14.48259391,15.38863619,15.94297074,16.56361854,17.29623626,17.39300641,17.58511092,17.81152069,18.0878031,18.37113251,17.75824386,18.99504842,17.62763442,16.17634006,18.12442671,18.82340543,22.61723061,22.01038221,22.78451588,22.82935003,23.09009101,22.90775233,21.77281643,21.90453951,22.12071839,22.32862102
Japan,64.90860383,65.2662056,65.02912109,64.47863461,64.4774322,64.34570544,64.34097041,64.8266192,64.8738434,64.51453717,64.51042698,64.97900672,64.87651542,65.311227,65.71642361,66.02312202,66.27223079,66.28932253,66.52036424,67.47873788,68.95001884,67.89041228,68.29662702,69.46858606,70.03576353,70.01125983,70.05019491
Kazakhstan,79.89057264,80.15246235,80.34130881,80.54877849,80.87659694,81.35840011,82.05024535,82.80132938,83.53733425,84.20191381,84.787657,85.26216855,85.72105509,85.65605544,85.23608183,85.73538269,86.27808762,86.77686948,87.24715351,86.64250724,86.51424864,86.13435683,86.24185227,86.05190659,86.02487111,85.82229022,85.69395516
Kenya,87.3407446,87.17215006,87.00803832,86.85014108,86.70041454,86.55913765,86.45200355,86.34754691,86.24976633,86.15686493,86.07191638,85.99521866,85.92531135,85.86519716,85.82008106,85.79249618,85.75855431,85.62516736,85.6922674,85.67227761,85.53432062,85.54970666,85.68224962,85.8308963,86.05616951,86.1028717,86.16442574
KyrgyzRepublic,78.58497971,78.42439626,78.25535793,78.08774816,77.93145535,77.77867512,77.54032334,77.2555002,76.89702911,76.44295698,75.90429279,75.36243567,74.7856419,73.40412774,72.19798643,71.11575388,70.34561002,69.9310349,69.61581385,69.46637825,68.15838289,68.20130053,67.042142,64.37601957,64.11445493,64.11597361,64.11394044
Cambodia,92.12572645,91.95518158,91.64263039,91.28926349,91.15628609,91.26005044,91.56756838,90.96864218,90.56254378,94.35609797,92.97284196,95.85114226,93.43156545,90.80668249,88.00042072,87.7114125,87.36343029,87.04352015,84.60998684,89.33974873,92.09282196,92.66413537,88.89066816,87.13419959,87.20036077,87.10286868,86.99322072
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,
St.KittsandNevis,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea,Rep.",64.18828212,63.62015346,63.16983963,63.25764522,63.73253441,64.42049792,65.2254738,66.56569589,63.77416769,65.02574611,66.53818168,67.35979739,67.39437464,66.49080599,67.50061896,68.24233617,68.8895693,68.87650741,69.14680609,68.34047226,68.80434204,68.98785331,69.22030056,69.54554471,69.62624974,69.64131393,69.67981024
Kuwait,44.50920792,45.76528553,46.8291928,47.75725389,48.56508067,49.26944436,49.914236,50.51045631,51.15835002,51.9256613,52.83210511,53.70097133,54.62191107,55.56646591,55.47627335,54.96789733,54.89544944,54.71834739,54.65281765,55.46575548,56.03743976,56.2666713,56.60724798,57.09137867,57.38211887,57.29440393,57.2766464
LatinAmerica&Caribbean(excludinghighincome),49.21258781,50.96869034,53.22541125,53.55916874,54.59148655,56.03764307,56.20368641,57.66103797,58.34802898,59.71657315,60.16537274,61.14669067,62.50931639,63.14198131,64.07929613,64.71879484,64.98214345,65.52559735,65.6604866,66.33137466,65.91178268,65.67350691,66.3823304,66.62409207,67.36946245,67.40545274,67.44876116
LaoPDR,96.44158907,96.55897015,96.7342985,96.93120434,97.22715281,97.48526311,97.67106755,97.87215777,97.97975315,98.25326998,98.49791898,98.73930349,99.03047036,99.35907839,99.7199726,100.1129743,100.4303219,100.6904091,100.9245208,101.0936545,101.2392278,101.291084,101.2989404,101.2922119,101.236024,100.8891684,100.51932
Lebanon,25.68169795,25.80848561,26.26545525,26.73705536,27.22791779,27.70443263,28.04614959,28.19034064,28.63858846,28.9226354,29.18757318,28.62919799,28.22635803,28.00254231,28.18207767,28.71990767,29.37644278,30.20839197,30.60898874,31.01967855,31.43771057,31.91456004,32.35483252,32.75384818,33.10905107,33.39738309,33.56188682
Liberia,86.81002312,87.3621939,88.47428021,89.50395865,90.29619797,91.1736245,91.71773025,92.38447912,93.18429651,93.54683033,93.86433438,93.64842606,93.94600941,93.73509307,93.62249301,93.09889515,92.26647123,91.21325942,90.6329587,90.52323133,90.29906245,90.22050479,90.17891458,90.18105136,90.79798673,90.66631248,90.54457569
Libya,25.24017549,26.14452395,26.92412675,27.7877087,28.77074424,29.38654219,30.48060464,31.3579372,32.14079169,32.93236591,33.83432529,34.48606559,35.2446467,36.32961788,37.06804221,37.74092191,38.10111278,38.29856695,38.32248354,38.27415658,38.31477118,34.94134573,36.88827426,36.24892056,35.3043263,35.34483803,35.40471526
St.Lucia,74.28085945,74.78674429,75.51951664,75.65219603,75.62151622,75.83963648,76.78807613,77.32618274,78.67788673,79.65930266,80.93993436,81.36278213,82.25098486,83.68279394,82.41167115,81.29221522,82.2083891,82.13036305,82.3731213,82.2770686,81.98934905,82.37203093,82.36627893,82.47750318,82.46578443,82.44485999,82.450483
LatinAmerica&Caribbean,49.13354231,50.84267389,53.07965615,53.45018908,54.44920119,55.82056015,55.9977246,57.44248971,58.11747056,59.46965459,59.91089768,60.85963033,62.18568116,62.85267378,63.80504031,64.46152122,64.72763909,65.28356712,65.48610702,66.16353046,65.88957722,65.73032571,66.42522018,66.69644395,67.44727681,67.48123147,67.52364237
Leastdevelopedcountries:UNclassification,79.41719195,79.49659526,79.27111207,79.08304289,78.83497271,78.62108699,78.3623186,78.40951742,78.4785877,78.65608078,78.88939894,78.9379953,78.8171983,78.69346864,78.55377614,78.47750528,78.44177736,78.37463471,78.27781647,78.31482247,78.33708979,78.43231295,78.2179465,78.16446382,78.43355422,78.44484371,78.46351454
Lowincome,83.89196142,83.94212962,84.02552204,84.07973137,84.14646518,84.22204595,84.18032002,84.28523939,84.34488847,84.40338982,84.83290554,85.18524336,85.50526556,85.78749826,86.07585884,86.30002528,86.55775437,86.75717515,86.92734836,86.99091644,87.07156163,87.0494378,86.73149927,86.53019474,86.66697276,86.64028212,86.62703928
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,
SriLanka,57.35733223,53.28710017,49.63801654,49.1163931,50.1268984,48.45267339,47.174857,46.30787662,53.63747442,48.37353286,48.45881853,47.67817113,46.91616922,46.16297764,46.22735412,45.1383494,47.2289279,45.77030317,45.31235438,47.8258593,45.1557737,45.1538412,43.29668987,44.09052655,39.67142451,39.96509599,40.23012929
Lowermiddleincome,52.45325401,52.40756706,52.45326397,52.73405343,53.04464291,52.81371589,52.68901975,52.55511875,52.85192003,52.7927546,52.67951312,53.02628502,53.1843975,53.43455044,53.72283174,53.96186599,53.24863701,52.59212476,51.90981524,51.29733852,50.84519333,50.53185574,50.20295738,50.28300467,50.35279707,50.45351739,50.55100937
Low&middleincome,67.66672286,67.61656698,67.644297,67.56494866,67.63878511,67.63719431,67.56259799,67.60121148,67.66988689,67.75249699,67.76365171,67.83814627,67.94186926,67.96011697,67.96477515,67.9904896,67.61525377,67.27435498,66.82977936,66.50332677,66.103341,65.98050141,65.84540214,65.81651754,65.84787633,65.7560495,65.66817561
Lesotho,81.2589319,81.71805637,82.141011,82.81627663,83.3385959,83.90472924,84.11165151,84.26096853,84.47311227,84.77868537,84.33067242,83.81414237,83.3004295,82.79780939,82.3087423,81.83383094,81.32254362,80.80089248,80.2728225,80.19222017,80.07162008,80.02264064,79.93657849,79.85634662,80.25874542,80.17701117,80.09890908
Late-demographicdividend,80.74464549,80.77208925,80.8480995,80.63709159,80.52145398,80.54724909,80.53357078,80.64860565,80.66798842,80.85597401,80.97567293,80.78629527,80.8132097,80.77307574,80.59536862,80.49374435,80.23230964,79.95945418,79.58166988,79.38817743,79.02270895,79.02721326,78.99758952,78.92634748,78.9212006,78.73629729,78.56878682
Lithuania,79.80871017,79.24242679,78.68250402,78.13077592,77.59284427,77.06972469,76.71796352,76.4074971,76.65857975,80.86046773,82.74722816,81.54509606,80.16157708,82.78886543,80.40791461,80.56179865,81.94600964,81.52414343,81.55650474,84.03482709,84.66405618,83.67708101,84.18599639,82.78626202,82.80738167,82.35842222,82.11423641
Luxembourg,50.03734751,52.16791383,55.99060449,54.21997804,56.04220574,53.32597236,55.04835533,57.21498029,57.6600853,61.03886051,62.73097714,63.2258232,64.3056531,66.04497497,68.94112925,70.15804706,72.74581827,73.80167711,74.1071034,73.81597555,74.68983593,76.64898499,78.20976597,77.99138949,78.75204802,78.96710956,79.19200106
Latvia,81.53569395,80.32979997,79.07248324,77.75871174,76.41473871,75.06714896,73.79944561,76.54299307,75.79805729,74.00857114,75.40091842,77.78466644,77.53189186,77.81298528,76.0605894,76.85867226,76.99322973,77.80092425,78.30273136,81.05759283,82.19680581,81.22576125,81.29621488,81.34309249,80.3824242,80.28882491,80.36141091
"MacaoSAR,China",62.5099771,62.77003426,64.88652798,65.76154061,67.69140911,67.01748442,69.23515777,69.56642483,70.29070333,71.96644784,73.81406632,75.18126378,77.85598168,76.52533621,77.46226184,79.42800189,79.92786963,83.0962345,83.60278166,85.63775935,84.96022606,86.00143048,85.03309189,86.39094585,86.71037121,86.47836053,86.19860146
St.Martin(Frenchpart),,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,33.55839977,34.0768571,33.8968694,33.88080294,34.77967155,34.61510016,35.77353155,36.03998632,37.08898363,37.62957265,36.49789487,32.12480126,31.62293278,34.62176875,36.04106254,35.83054718,35.34678931,35.35332293,34.67599074,33.51623558,34.09356879,34.20393111,33.472317,33.7427366,33.94577076,34.08042205,34.20490385
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,82.29294144,82.41276147,82.57564067,82.81876266,83.17181561,83.64708136,84.31174506,85.07937217,85.94312718,86.9298855,88.09326221,88.51135461,91.23450146,90.10346349,92.69667275,95.0381288,85.8886009,88.23382803,88.00403505,84.73446844,85.30606998,85.48457492,86.77637034,86.04406321,85.54171063,84.93972937,84.46087811
Madagascar,94.27474002,94.4990047,94.6042573,94.68180052,94.74855834,94.72887994,94.63814936,94.4800767,94.30479034,94.14835268,94.04593088,93.97890579,94.28412103,94.24739914,94.30530089,94.39029116,94.79319976,95.13512954,95.41776016,95.64143729,95.81290749,94.86918009,93.79098621,93.96155242,94.11592738,94.12042125,94.12947414
Maldives,26.25579227,28.35803118,30.61367039,33.03281223,35.62423473,38.38736137,41.05609301,43.82792865,46.7030786,49.67530335,52.73643812,55.72478553,58.72666124,61.7224363,64.67937901,67.56459249,70.33394038,70.84937829,71.34712637,71.81861154,72.26202552,72.39893689,72.50387831,72.5942086,72.68551093,72.67503043,72.66347333
MiddleEast&NorthAfrica,24.7523249,23.77089769,24.17259873,24.13826228,24.81590483,25.14781874,25.36922986,25.58779479,25.9273965,26.50617747,26.73346446,26.83742886,26.79738092,27.68760483,28.33087276,28.91689462,29.20486341,29.84818758,29.57426529,29.82365784,30.00351398,30.02487117,30.29539953,30.48369944,30.43082772,30.55094942,30.65186517
Mexico,40.97644373,40.34567697,41.1859011,42.07576706,43.26493435,45.33731315,45.13529546,47.17620899,46.88043373,46.24798708,47.02951613,46.48680764,47.64468008,47.42246488,49.91412556,50.70361624,51.57949742,52.61268768,53.46616005,53.46526149,54.27396531,54.256295,56.07351798,56.43058582,56.98041477,57.08427669,57.18885614
MarshallIslands,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middleincome,66.41468344,66.3442456,66.35493669,66.25038353,66.31160213,66.28930349,66.20344379,66.22565276,66.28169458,66.35952682,66.31600034,66.34790528,66.41262916,66.38859055,66.34926826,66.3382789,65.87507261,65.45306468,64.91583386,64.51482756,64.02615231,63.86031793,63.71081306,63.66225976,63.64333544,63.50414281,63.36622748
"Macedonia,FYR",63.95894372,64.02265517,64.08300835,64.15110947,64.09780616,64.02494948,63.94697567,63.34373602,62.75573407,62.1747487,62.91252987,63.67964411,64.43679583,65.69632951,63.97077141,66.02645626,63.20067,64.7993748,62.92537606,61.91618867,62.28885915,64.08259846,63.59963795,65.73981821,64.36786472,64.4398752,64.58119248
Mali,54.83040745,54.72041799,54.43965636,54.8742388,55.15870316,55.11207426,55.15396147,54.97169425,54.79943552,54.57375309,54.52130583,53.98124624,53.8245848,53.4776923,53.38123297,54.57514992,55.85505411,57.22724209,58.68237121,60.21009569,61.79943882,61.4680598,61.3174825,61.03033319,60.58100367,60.85143414,61.10523732
Malta,35.33397838,36.84739395,37.99670385,38.48555884,38.38065765,38.66323128,39.22635454,39.86635709,40.65261792,41.76052991,42.85004866,40.91191678,43.65238684,42.5175541,39.63966724,42.24899698,42.7964556,45.73277001,47.89334071,48.63571823,49.43047642,50.64735494,55.08185851,57.12815794,58.26112797,58.82851882,59.38620698
Myanmar,92.92006063,92.9536157,92.97195286,92.97996901,92.98745103,92.98979368,92.99588707,92.99225893,92.94179138,92.9917276,93.06965578,93.11914246,93.17450983,93.23967755,93.29208119,93.32921172,93.32041828,93.28704221,93.16649268,93.06378843,92.96874466,92.92337253,92.89032998,92.8635551,92.83812591,92.68434049,92.54981594
MiddleEast&NorthAfrica(excludinghighincome),23.65117407,22.3848351,22.99885065,22.86328239,23.48953726,23.47176652,23.62889965,23.77665307,24.05142147,24.54982974,24.80091042,24.86375301,24.76138101,25.65044695,26.31582962,26.86488487,26.92132677,27.52790036,27.0189825,27.1129278,27.04720746,26.87065061,27.09525915,27.3553567,27.22437445,27.37010727,27.49062527
Montenegro,70.94378081,70.73808224,70.67419531,70.65635869,70.65778626,70.73643005,71.09538176,71.35165257,71.67218154,71.58672381,71.80421532,71.91585848,72.00187407,72.06205793,72.16158951,72.23699766,72.65065201,73.26156013,72.14596868,72.65431082,72.76893493,75.40406085,74.83075243,74.62770499,74.74307158,74.75010039,74.77322734
Mongolia,83.7661847,83.34770081,83.0276034,83.03514768,83.25380589,83.64560938,83.87587645,84.18817214,84.48567104,84.76007854,84.90703501,85.07930417,85.29344562,85.59739351,85.31529982,85.02876546,84.78599909,84.53255729,83.61453255,82.21288036,81.52751688,81.09360882,83.57522907,81.40285901,82.1423892,82.08247882,82.04196703
NorthernMarianaIslands,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,105.7364187,105.8694066,106.4227488,106.7834866,107.1687026,107.550041,107.9336807,108.1842049,107.181157,106.4839625,106.0109913,105.6794876,105.4538064,105.3016486,105.1369429,105.0573036,105.0752609,105.2371637,105.5834094,106.1589561,107.0152968,108.2020934,109.7934861,109.7133753,109.6853046,109.3927882,109.0923527
Mauritania,37.31525484,37.51748663,37.75555708,37.82295836,38.40760663,38.3323865,38.48055229,39.19773099,39.56043732,39.74146604,40.22368279,40.68285454,41.27490569,41.61263032,41.95598544,42.25409996,42.18614989,42.70635331,43.05489829,43.68887684,43.95563738,44.22594538,44.29754149,44.38675639,44.48908001,44.55962582,44.63116798
Mauritius,46.96498909,47.38686669,47.56936084,47.72987224,47.94124519,48.15649764,48.67271737,49.2183165,49.78321566,50.35541636,50.91972413,51.36113915,51.34718673,51.28417809,51.18792912,53.55543787,54.32088747,53.56064555,55.3082078,56.03205222,58.11052515,57.85815725,58.542583,61.22200302,62.21355357,62.47462329,62.76438685
Malawi,95.77513448,95.85805992,95.9399324,96.01289496,96.06281323,96.08479589,96.24611861,96.37854418,96.49496433,95.8479208,95.14121449,94.39870802,93.646653,92.91542974,92.2334607,91.62938897,97.15573773,102.1977075,105.664714,104.6557554,103.662779,102.6608745,101.6423921,100.4904496,100.6457882,100.5435291,100.4426496
Malaysia,53.68320182,53.44750719,53.23664809,53.0485116,52.86905548,52.69565412,52.52849658,52.35974479,52.16533978,52.78826878,55.01975542,55.36681358,55.73403779,56.10889665,56.47585878,56.80510075,57.1239699,57.45309485,56.9680564,57.80931147,57.66934341,59.08223932,60.29979154,63.45580353,63.51023231,63.47613174,63.46636654
NorthAmerica,74.96766966,75.43167301,75.92281721,76.37225807,77.78205035,78.06190256,78.4784795,79.07657541,79.31076536,79.59898982,79.78729126,80.09729439,80.39398325,81.01368054,80.91891955,81.06983419,81.15553862,81.39992641,81.87856965,82.60945864,82.69150124,82.55354613,82.31062369,82.20059006,82.40100779,82.3890846,82.37011229
Namibia,74.17783838,74.93190318,75.46417602,76.36860528,77.025052,76.91316436,76.76934944,76.56145107,76.26568514,76.01322161,75.80347812,77.17920762,78.48944411,79.73838055,80.92169534,82.03779268,83.02414521,83.93070065,84.76087123,85.00383585,85.28528383,85.53709427,85.84644473,86.96590335,88.07762261,87.97530639,87.86582407
NewCaledonia,62.85015941,63.78329605,64.74069585,65.70611401,66.68058282,67.66399232,68.70688543,68.5209416,68.50064601,68.59940266,68.37842766,68.20088405,68.03917256,68.13254197,68.24564059,68.33676774,68.3698519,68.39405969,68.43023294,68.11047752,68.1070706,68.29558975,68.29978024,68.21265087,68.18582985,68.13357655,68.11657261
Niger,26.51386442,27.92085709,29.39461172,30.93236275,32.52716964,34.17358108,35.82099605,37.50307139,39.22790563,41.00374427,42.84342598,44.80979106,44.2840778,43.85640025,43.50635291,43.21884392,43.4107827,43.59782076,43.78534365,43.97885192,44.17829973,44.34735294,44.51199068,44.67712788,44.84449054,44.98496193,45.12480522
Nigeria,52.16263899,53.26158868,54.42285016,55.6540679,56.95983419,58.34812617,59.82021988,61.39936518,63.09953855,64.93567707,66.92200893,69.06895657,71.41375551,73.98667019,76.81915655,76.66623739,76.49711695,76.33549032,76.17856281,76.03156986,75.89083726,75.83703067,75.79029903,75.75614909,75.72975068,75.6465763,75.56158094
Nicaragua,42.19246988,41.6174046,41.06153541,40.52157069,39.99668209,39.48620964,40.81211181,42.1769428,43.58183544,45.02522097,46.50646432,48.01102047,49.54974786,51.12290222,52.72652883,54.35858666,56.00539499,56.8588719,57.44765966,57.49913322,58.08482262,58.87363731,59.6056888,60.29420918,60.9167171,61.14201732,61.35397911
Netherlands,61.18919944,62.27707956,64.73081916,65.44715003,66.81084388,67.69188989,69.1127399,69.950473,70.47226852,72.57903218,73.07760817,74.14499121,74.53601288,76.29171117,77.08676311,78.25283637,78.88552607,80.08083563,80.78166402,81.57779719,81.60503502,82.4726554,82.75073953,82.55812,81.78623335,81.90373283,82.04314784
Norway,77.47261044,79.49546813,79.13966594,80.0087677,80.08071068,80.77232974,81.38719829,81.69742044,82.14207017,83.16371071,83.39539695,84.06895136,84.9838074,85.51033538,85.64910773,85.53154142,85.81043179,86.93865842,87.53537307,88.24080971,87.74911888,88.68021916,88.58535074,89.11846704,89.20692118,89.27055345,89.37595183
Nepal,87.33846256,87.41748421,87.85240023,88.57049147,89.51878588,90.6384469,90.21309093,89.9818599,89.93698677,90.10563609,90.17612954,90.13856383,90.12577925,90.14989228,90.21709452,90.32863958,90.47833622,90.61812933,90.75014275,90.9852055,91.22721223,91.37715799,91.52426256,91.65535554,91.74988823,91.80929265,91.90027338
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewZealand,72.03244047,72.76006013,73.0671422,73.00538357,74.09549839,74.6411183,76.12271609,76.19833106,76.84462025,77.39205374,77.39749805,78.36161467,78.56825621,79.84126347,79.74187387,80.58337504,80.69088685,81.20384305,82.14633793,82.84401551,82.89769825,83.30173269,84.24748649,84.74530872,85.36339459,85.43573611,85.37809751
OECDmembers,65.61862149,66.21630597,66.54101044,66.64567122,67.50578677,67.91112856,68.27746643,68.81323096,68.99219324,69.48446751,69.83049113,70.20042808,70.69177987,71.21371735,71.51040937,71.85718692,72.25074863,72.54262589,73.0370372,73.6966337,74.20716827,74.29164142,74.65860077,75.04856753,75.33025867,75.34224454,75.37790853
Oman,21.37727312,21.9092307,22.42608894,22.98878796,23.54729268,24.00835534,25.00682972,25.97643461,27.07327415,28.2623409,29.24341836,29.81989887,30.62450837,31.59445952,32.28011993,32.97320588,33.75421477,34.21884769,34.20606846,34.32483941,34.18278032,34.4296484,34.6436396,34.84848499,35.01137619,35.0878225,35.18955659
Othersmallstates,67.21437111,67.29053576,67.33320355,67.36997069,67.52133745,67.48333055,67.88273492,68.3531776,68.71489766,69.19517983,69.74297351,70.37948112,70.87293725,71.18548587,71.33169461,71.7581104,71.87673728,71.72685656,71.58833183,71.5577314,71.76281911,71.99747891,71.95616634,72.10893359,72.28925442,72.29918691,72.2814239
